name,level,hasChild,parent,link,term_id,item_codes
"Nước súc miệng, chỉ nha khoa",3,False,Chăm sóc răng miệng,https://cooponline.vn/groups/nuoc-suc-mieng-chi-nha-khoa/,4101,"99465,99460,99457,26228,89044,89041,89040,38831,88206,26317,83710,83708,83706,83703,78900,78898,78896,78894,77825,77517,77420,76660,76655,76650,74711,73704,67779,54833,52749,52747,50941,44280,44278,44276,30474,16884,40218,40212,40210,40200,39768,39766,36459,34603,34565,32826,32824,31541,30429,30426,30423,30415,30413,30411,30409,28801,28799,28205,28200,28147,28145,26778,24991,24986,23312,23303,12900,9894,6478,6476"
Chăm sóc sức khỏe,2,True,Chăm sóc cá nhân,https://cooponline.vn/groups/cham-soc-suc-khoe/,,
"Bao cao su, gel bôi trơn",3,False,Chăm sóc sức khỏe,https://cooponline.vn/groups/bao-cao-su-gel-boi-tron/,4103,"99578,73963,73877,73800,73797,73795,29491,28654"
"Dung dịch rửa tay, khẩu trang",3,False,Chăm sóc sức khỏe,https://cooponline.vn/groups/dung-dich-rua-tay-khau-trang/,4104,"103178,103175,103126,103120,101937,101781,101779,101777,101775,100588,100584,100582,99514,99450,97344,96623,96621,95776,95774,94592,94016,94013,94010,91369,90370,89977,89975,89962,89960,88252,88250,86312,86310,85152,85035,84338,84336,82930,78906,77797,76466,74426,73987,73719,73716,71796,71793,71788,71717,71711,71708,71704,71701,71448,67664,67339,67337,67330,44911,28207,28209,63491,63489,59589,59142,59140,59138,59136,59032,59029,59027,59021,58944,58942,58898,52528,52526,52524,34621,50506,50332,49200,48874,48358,48340,47010,46897,46894,46849,46846,46844,46389,34625,34623,6673,44909,42417,42415,42089,42007,41494,41489,27083,26508,39760,39758,39723,39446,39444,39009,38791,37850,37848,37846,37844,37481,36627,36422,35962,35959,35641,35378,34075,34073,34068,34060,33021,33016,32994,31023,30060,29677,28639,28496,27108,27106,27081,27071,26776,26774,26772,26760,26551,26549,26547,26545,26543,20373,20371,10039,6670,20228,18022,17979,17609,17607,17600,17596,17236,17234,14287,14285,14283,14281,14279,14273,12613,12611,10052,10049,10047,10045,10040,10042,10036,10035,10031,10033,10029,9659,9645,9643,9601,6890"
Khẩu trang vải,3,False,Chăm sóc sức khỏe,https://cooponline.vn/groups/khau-trang-vai/
Chăm sóc tóc,2,True,Chăm sóc cá nhân,https://cooponline.vn/groups/cham-soc-toc/,,
"Các loại dưỡng tóc, ủ tóc, thuốc nhuộm",3,False,Chăm sóc tóc,https://cooponline.vn/groups/cac-loai-duong-toc-u-toc-thuoc-nhuom/,4105,"106222,92666,92664,89184,87338,87336,83072,83064,83061,83059,83057,83055,81038,81035,79320,78937,78935,78933,78929,78891,78889,77789,77786,77784,77485,77483,77473,76767,72565,71852,71811,71807,67652,67632,67630,67548,67395,67393,66452,60438,60436,60434,60432,60430,60428,60426,60280,56863,50612,40657,33264,33230,31992,30700,30552,29489,29487,29485,29483,29481,29479,29477,29475,29473,29471,29469,29467,29464,29462,29460,29458,29456,25718,25712,25710,20381,20379,20377,14510,14508,14504,14479,14477,14475"
Dầu gội,3,False,Chăm sóc tóc,https://cooponline.vn/groups/dau-goi/,4106,"97417,97424,48482,106892,106890,84993,106693,106691,106613,106280,106278,103918,103877,103875,103873,101808,28899,15992,101492,101470,99448,97735,97729,97521,97518,97511,97509,97507,97505,97488,97487,97485,43917,95118,94506,91757,91749,91746,91438,90370,26886,28849,28807,87860,86857,85155,85144,85142,85138,85134,85132,85118,85104,84995,84987,84951,83070,82708,82686,82660,82658,82652,82650,81645,81643,78867,78865,78863,78830,78828,77793,76448,56148,56146,74937,74751,74749,74747,74744,74015,74013,72978,72973,72968,72901,72899,72897,72895,72893,72891,72889,72887,72687,72681,72581,72587,72566,72577,72509,72335,72320,71827,71824,71821,71818,71359,71081,28853,41685,41683,41681,67773,67679,67403,66859,66853,66157,66152,61828,63544,63540,46328,62051,62049,60667,60383,57883,57362,57360,57356,56565,56562,56142,52964,52663,52940,52081,48880,50634,14585,44306,44304,44302,43934,43930,43928,43924,43922,43915,43186,41677,41673,32183,32181,28884,28865,28824,28822,28820,40668,15914,14587,28066,40664,34740,5782,26858,28777,28847,28803,14590,26861,5784,15923,39756,11981,9193,9191,37459,202,26315,33293,4334,15989,15985,33307,25821,32191,32185,31528,29012,28998,28996,28914,28889,28886,28871,28867,28863,28859,28832,28830,28818,28816,22051,21493,21485,21483,20250,20248,14583,12541,12533,11979,11977,9199,9187,7180,5780,5776"
Dầu gội nam,3,False,Chăm sóc tóc,https://cooponline.vn/groups/dau-goi-nam/,4144,"106688,106686,97870,97867,97864,97498,29018,90632,90631,90369,89953,4313,13324,59114,59116,86314,32029,15967,9179,84447,84443,84342,84340,82665,82663,77846,77844,77842,75887,75885,68228,68226,68224,68222,68220,68217,67846,64630,5770,60663,61254,60595,59134,59132,65432,65430,57204,57202,57194,56855,54244,54242,60665,62205,62202,52083,60671,60669,44296,3576,3097,40593,39026,39024,37593,36584,36430,29014,28926,28922,28845,28840,28838,28836,28826,28758,28160,28156,26491,15969,15965,14615,14605,14603,12912,12898,12896,12892,11989,11987,9181,9177,9175,5978,5766,5715,1622"
Dầu gội trị gàu,3,False,Chăm sóc tóc,https://cooponline.vn/groups/dau-goi-tri-gau/,4145,"9467,85268,85241,11992,72605,72603,14593,9145,60284,58909,57258,54117,52092,59415,40589,28990,39706,39633,11983,11958,38837,38835,9189,37454,28994,28992,28988,28986,28933,28918,28911,26330,26319,4911,17985,12902,12907,11973,11971,11968,11965,11962,9201,9185,5980"
Dầu xả,3,False,Chăm sóc tóc,https://cooponline.vn/groups/dau-xa/,4107,",74604,25819,106975,103878,97924,97514,97427,97420,91765,91763,91760,91752,85144,85142,85138,85134,85132,85118,85104,83025,56148,56146,73905,72512,72323,72306,72293,71083,66895,66889,66880,66872,66870,66876,66091,63544,63540,57362,57360,57358,56144,52964,52663,52086,45609,43193,43191,42617,42607,41679,41675,29008,29006,29002,40652,26922,28762,28770,26224,40654,9197,9195,15983,29000,28768,26311,25823,14581"
"Mỹ phẩm, chăm sóc da",2,True,Chăm sóc cá nhân,https://cooponline.vn/groups/my-pham-cham-soc-da/,,
"Kem, gel, sữa chống nắng",3,False,"Mỹ phẩm, chăm sóc da",https://cooponline.vn/groups/kem-gel-sua-chong-nang/,4146,"99035,98949,97634,95838,89834,89206,86283,86281,86263,84318,83263,79888,79886,74944,73847,73706,72618,67877,64966,64954,64931,64913,63495,61208,61159,60531,60532,58963,57327,57325,56111,52422,52418,52100,42082,42062,39782,39780,39778,39776,37585,36428,30361,30152,30148,29569,29567,29565,29560,11342,11340,9267,9265,9263,5719,5717,5713"
"Kem, gel, sữa rửa mặt",3,False,"Mỹ phẩm, chăm sóc da",https://cooponline.vn/groups/kem-gel-sua-rua-mat/,4147,"28626,83533,83536,107105,106708,106707,106705,103921,100562,98111,97911,94227,87867,86279,86268,85881,85295,84326,84324,84322,84316,83265,78925,78923,77834,77805,74942,74361,73692,73577,73573,73571,73534,73530,73270,73264,71213,67837,67834,67445,67441,67438,67435,67432,67388,66489,66480,66342,66289,65428,65426,65424,65203,65201,65044,65015,65003,64991,64986,64977,17019,61503,14565,57331,54807,54233,54231,53558,53556,2986,52948,52946,52109,52107,43879,42118,42115,42052,42050,41409,41370,41354,41355,41352,41344,41341,41294,40650,40632,40630,37587,9259,14563,35902,34102,33284,30407,30318,30316,30315,30312,30310,30144,30142,30127,30054,30050,26324,2278,24242,24240,20709,20707,17238,17021,16887,16077,12946,12937,11614,11612,11374,11372,11370,2265,9276,5574,3685"
Mặt nạ,3,False,"Mỹ phẩm, chăm sóc da",https://cooponline.vn/groups/mat-na/,4148,"107053,107051,107049,107047,106995,106992,106989,106980,106211,106209,106204,98128,98125,98122,98119,98116,87877,87874,87873,87871,87869,85008,85006,85004,85002,85000,84998,84954,79337,79335,77503,74011,74009,74007,74005,73991,73985,73983,73969,73922,73910,73907,73561,73559,73557,73544,72788,72785,72770,72763,72757,72751,72748,72745,72742,72739,72615,72612,72573,72438,71695,71458,71437,67885,67883,67881,67879,67415,67407,67378,67367,65229,65198,60529,60527,60525,60523,60521,56618,56616,41346,31930,30288,30286,30284,30164,30162,17023,15499,15493,15439,14471,14469,14467,6132,5515,5534"
Mỹ phẩm,3,False,"Mỹ phẩm, chăm sóc da",https://cooponline.vn/groups/my-pham/,4108,"90369,89206,89183,85290,85285,85280,85275,78759,78750,78734,78715,78696,78691,78687,78683,78679,78673,78669,78665,78661,78640,78636,78629,78620,78599,78593,78587,78580,78576,78574,73977,73975,73971,64903,64894,64889,64291,64286,64280,64274,64263,64254,64239,64229,64224,64219,64200,64179,64174,64164,64159,64153,64146,64133,42064,41338,61019,61013,4899,36426,14313,33276,30372,30150,29693,29685,29060,29056,28753,14547,14311,13845,11610,11376"
Sản phẩm chăm sóc da mặt,3,False,"Mỹ phẩm, chăm sóc da",https://cooponline.vn/groups/san-pham-cham-soc-da-mat/,4109,"20559,102673,97927,91458,89206,89183,88804,88201,88193,88188,85251,85246,83536,83533,83476,83474,83472,83470,83068,79296,79289,79287,77897,77895,77777,74779,73960,73924,73888,73885,73690,73528,73526,73262,73260,73258,72610,72485,72484,72483,72481,72465,72459,72457,72455,72453,72451,72442,72440,72396,72394,67759,67666,67447,67380,66923,66385,65303,65312,65293,65285,65265,65215,65011,61501,61498,60537,60272,11353,11351,57342,57336,57333,55670,52104,52102,42058,42056,42009,5505,9307,9305,9303,37583,28626,14557,14558,34104,30399,30385,30382,30377,30365,30353,30335,30331,30154,26892,24796,17382,11574,11348,11346,9309,7239,6219,6213,5582,5540"
Tẩy trang,3,False,"Mỹ phẩm, chăm sóc da",https://cooponline.vn/groups/tay-trang/,4149,"107102,106709,106275,101915,99558,99555,99550,98480,98108,97632,93014,92326,90489,90479,86635,85225,84436,84330,84328,78943,77823,77821,77801,77455,76058,74939,73272,73127,72469,72467,72430,67888,67814,67788,65422,64996,64623,63075,61974,61161,60548,60502,60490,60488,60292,60289,58911,56853,56570,54056,50700,50593,48871,46886,42120,42073,30403,29058,24236,24238,24234,23326,11366,11364,11362,9275,7251"
Nhà cửa và đời sống,1,True,,https://cooponline.vn/groups/nha-cua-va-doi-song/,,
Đồ dùng gia đình,2,True,Nhà cửa và đời sống,https://cooponline.vn/groups/do-dung-gia-dinh/,,
"Drap, gối, mền",3,False,Đồ dùng gia đình,https://cooponline.vn/groups/drap-goi-men/,4115,"103279,103274,103270,103266,103260,103256,103252,103247,103243,103239,103235,103230,103224,103218,100800,100788,100784,100780,99085,97400,97397,97390,97380,97359,97358,97353,97349,97297,97292,97282,97277,96596,96594,96592,96590,96180,96173,94683,94679,94676,91392,91386,91375,90961,90959,90126,90106,90100,90098,89979,89938,85168,83329,83323,83317,83307,83303,83299,83295,83291,81882,81874,81866,80457,79465,79438,77921,77919,77917,76491,76023,75194,75190,75186,75182,74966,74964,74957,74950,73519,73517,73463,73365,73332,73328,73326,73324,71642,71099,70341,70334,70330,70307,70297,70265,70241,70224,70205,70189,70155,70074,69926,69919,69912,69904,69891,69885,69879,69843,69823,69796,69772,69755,69749,69743,69725,69722,69714,69703,69696,69657,69645,69624,69607,69597,69590,69585,69567,69557,69545,69531,69273,69069,69067,69065,68150,68144,68074,68067,68042,68027,67999,67978,67959,67949,65387,65383,62127,62112,62096,62071,62067,62056,61569,61565,60361,60339,60312,60244,60233,60224,60212,60203,59374,59358,59352,59346,59334,59326,59318,59310,59304,58483,58183,57763,57761,57759,57751,57741,57726,57720,57714,57661,57657,57648,57640,57632,57522,57519,57515,57007,57002,56997,56995,56989,56978,56972,56966,56958,56950,56947,56285,56276,56269,56262,56256,56239,56234,56212,56022,56018,56016,55928,55922,55919,55917,55913,55877,55876,55863,55854,55847,55836,55820,55793,55786,55764,55756,55750,55230,55222,55205,55194,55190,55183,55176,55167,55163,55142,54984,54982,54980,54978,54976,54935,53387,53385,53383,53381,53121,53088,53078,11104,51245,51237,51224,51214,51196,51163,51130,51121,51116,51109,51106,51103,50958,49032,49024,47797,47795,47793,47196,47194,46492,46487,46485,46299,46295,46267,46283,45839,45837,45437,45429,45426,45421,45418,45412,45409,46248,45388,45406,45395,45403,45400,45281,45279,44616,44612,44607,44603,44401,44335,44322,44262,44259,44256,44254,44250,44241,44233,44099,44090,44087,44036,44033,44021,43944,43614,43612,43610,43601,43599,43351,43330,43328,43326,43324,40263,40260,40258,40249,40216,40214,40208,40206,39434,39432,44699,44686,44680,44665,12023,44670,11120,11112,37515,37513,37511,37507,37503,37498,37496,37494,34458,34456,34454,34452,34450,34448,33581,33579,33570,33567,33358,33041,33031,33028,17364,17361,12171,12169,12150,12143,12099,12096,12090,12082,12051,12039,12037,12021,12019,12015,12011,12002,12000,11998,11497,11495,11490,11488,11486,11484,11482,11480,11478,11476,11474,11140,11138,11136,11134,11118,11116,11114,11110,11108,11106,11102,11100,7757,7791,7789,7794,7779,7777"
Điện gia dụng,3,False,Đồ dùng gia đình,https://cooponline.vn/groups/dien-gia-dung/,4110,"106959,106917,106911,106906,106669,106533,106523,106515,106395,106349,106346,106336,106335,106332,106320,106314,106309,106307,106304,106261,106249,104386,104385,102476,102457,102070,101981,100635,99722,99674,99635,99626,99618,99615,98583,98568,3722,98318,98288,96379,96338,96308,96292,94635,94631,94629,94553,94189,94182,94174,94122,94069,94064,94038,94045,94050,94056,92823,92482,92285,92283,92281,92279,91240,91234,91232,91217,90358,90346,90317,90310,90308,90297,89596,89559,89557,89238,89236,89234,89230,89227,89146,89105,89088,89085,89017,88414,88418,88374,88351,88371,88289,88273,88267,87726,87724,87511,87497,87493,87485,87277,87158,87046,86783,86649,86322,86307,86251,86246,86239,86233,86231,86226,86224,86220,86208,86005,85791,85784,85740,85504,85408,85405,85109,85077,85072,85066,83221,83219,83163,81695,81688,81679,81670,81668,81666,81664,81659,80446,80443,80441,80439,77938,77936,75976,75968,75043,74887,74876,73347,73345,73342,73340,73338,73336,73316,71361,71097,71065,70987,70599,70597,70520,70518,69014,65393,65108,64094,63951,63921,63522,63427,63425,62883,62612,62601,62599,62273,61554,61035,60090,60087,60084,60048,60046,60044,60042,60040,60037,60030,60023,59877,59555,59553,59547,59545,58378,58376,58374,58313,58311,58274,58266,58032,58030,57867,57845,57462,57376,57173,57064,56887,56878,56819,56748,56690,55666,55003,55001,54999,54997,54995,54867,54787,54785,54336,54334,54332,54210,54138,54136,53814,53785,53783,53781,53166,52751,52675,52396,51754,51752,51739,51731,51729,48408,48406,48404,47749,47741,47154,46931,46046,45560,45270,44896,44632,44627,43849,43820,43818,43695,43693,43678,43676,43619,43617,43396,43379,43340,43322,31049,40837,40835,40833,40830,40828,40826,40822,40819,40817,40806,40804,40794,40790,40788,40786,40783,40780,40045,40043,40041,15070,39747,39745,39672,39503,39497,39494,39492,39407,39403,39166,39163,39127,39091,39089,39087,38573,38568,37945,37942,37938,37935,37929,37927,37868,37833,37811,37658,37431,37427,37418,22016,36908,36557,36553,36254,36252,36250,36134,35594,35592,35311,35308,34781,34774,34769,34765,34728,34724,34721,34437,34337,33678,33665,33662,33545,33356,33354,33204,33184,33176,32401,32394,32331,30346,30343,30341,30338,27151,27128,24873,24861,24248,20818,20758,20738,20727,18851,10917,18248,18208,16152,15718,15692,15545,15363,15088,15019,14938,14841,14822,14817,14804,14728,14726,14723,14721,14719,14718,14716,14715,14713,13794,13792,13789,13787,13785,12722,12587,12575,11908,11906,11904,11902,11900,11889,11887,11876,11872,11867,11862,11858,11853,11851,11849,11193,11177,11167,11007,10968,10966,10964,10956,10950,10923,10921,10919,10915,10913,10304,10301,10140,10136,8936,8932,8925,8923,8880,8868,8861,8855,8671,8626,8506,8485,7455,7453,6454,6452,6450,4749,3734,3731,3728,825"
Đồ dùng bếp,3,False,Đồ dùng gia đình,https://cooponline.vn/groups/do-dung-bep/,4111,"106951,106935,106908,106719,106716,106713,106669,106603,106511,106510,106509,106491,104387,103665,103663,103661,103659,103657,103497,103495,103493,103488,103350,103349,103345,103297,103295,103288,103286,103284,102648,102640,102541,101973,101966,101946,101933,100813,100665,100657,100645,100640,100632,100631,100629,100627,100592,100590,99669,99667,99633,99631,99629,99030,99029,99028,99025,98597,98594,98591,98303,98300,98297,98294,98291,98285,98282,98237,96663,96578,96566,96564,96562,96535,96533,96499,96497,96483,96403,96401,96395,96393,94638,94556,94018,92952,92949,92946,92943,92562,92555,92497,92473,92471,92469,92467,92461,92458,92455,92444,92441,92431,92429,92414,92412,92409,92407,92405,92403,92400,92398,92396,92394,92392,92389,92385,92372,92371,92370,92368,92366,92363,92361,92359,92339,92337,92331,92324,92322,92329,92295,92260,92239,92236,91835,91833,91824,91782,91780,91778,91776,91384,91373,91365,91363,90855,90834,90832,90443,90361,90353,90346,90321,90315,90297,89583,89581,89578,89575,89572,89570,89255,89253,89251,89249,89225,89223,89174,89172,89132,89097,89072,89070,89028,89022,89017,88390,88389,88388,88382,88381,88380,88365,88337,88334,88333,88332,88316,88329,88294,88278,88277,88276,88268,88265,88245,88243,88241,88239,88237,88235,87973,87971,87773,87756,87515,87513,8661,8609,87505,87503,87501,87499,87478,87055,86927,86925,86923,86921,86919,86917,86915,86781,86775,86773,86740,86410,86409,86408,86406,86405,86404,86402,86400,86398,86396,86394,86392,86370,86368,86357,86354,10419,86003,86001,85991,85983,85978,85976,85974,85972,85968,85873,85868,85818,85816,85814,85795,85747,85744,85733,85731,85729,85724,85721,85687,85685,85609,85605,85603,85599,85591,85508,85506,85502,85445,85443,85441,85439,85437,85435,85432,85429,85416,85412,85410,85103,85101,85099,85096,85093,85091,85074,84972,84970,84838,84830,84829,84765,84753,84732,82029,82027,82025,82023,82019,82017,81773,81771,81742,81740,81738,81736,81705,81605,81598,81596,81594,81591,81589,81587,80649,80645,80450,80448,80033,80031,79070,79058,79056,79054,79052,79050,79048,79046,79044,79042,79040,79036,78883,78881,78879,78877,78847,78840,78838,78074,78059,77982,77980,77978,77976,77974,77972,77970,77965,77963,77961,77934,77931,77459,76781,76779,76773,76727,76062,76063,76060,75988,75986,75984,75977,75970,75728,74933,74930,74928,74926,74924,74922,74919,73376,73374,73363,73361,73357,73334,73315,73312,73309,73307,73305,73303,73297,73280,73274,72705,71371,71369,71367,71365,71363,71063,71061,71059,71056,71016,70994,70844,70842,70836,70830,70829,70827,70825,70512,70508,70506,69039,69037,69034,69008,69006,68967,68963,68247,68240,67969,67832,67325,67323,67320,67317,67314,67311,67305,67300,67292,67288,67284,67275,67265,67248,67240,67224,67222,67220,67217,67215,67213,67209,67206,67159,67145,67143,67110,67102,67051,66781,66779,66774,65914,65868,65866,65859,65857,65855,65853,65851,65849,65847,65845,65708,65674,65672,65670,65434,65395,65173,65169,65115,65087,64741,64108,64106,64085,64082,64050,64047,64045,64020,64006,64004,64002,63958,63925,63923,63882,63734,63714,63712,63710,63674,63644,63642,63640,63638,63636,63634,63574,63572,63517,63515,63513,63447,63429,63254,63253,63252,63251,63250,63249,63248,63246,63245,63244,63242,63240,63238,63237,63236,63234,63232,63230,63228,63226,63225,63224,63223,63222,63220,63219,63218,63217,63216,63215,63214,63213,63212,63211,63210,63209,63208,63207,63205,63203,63201,63199,63197,63195,63193,63191,63189,63186,63184,63182,63180,63178,63176,63172,63170,63168,63165,63163,63159,63156,63151,63148,63146,63143,63140,63138,63136,63134,63132,63130,63128,63126,63124,63122,63120,63118,63116,63113,63107,63102,63100,63098,63096,63020,63018,63016,63014,63012,63010,63008,63006,63004,63002,63000,62887,62875,62872,62641,62639,62631,62625,62606,62458,62456,62454,62452,62449,62447,62445,62441,62439,62437,62435,62433,62431,62424,62428,62416,62413,62411,62408,62404,62292,62313,62311,62309,62306,62304,62302,62300,62298,62295,62290,62285,62271,62267,62144,62142,62140,62018,61929,61608,61604,61594,61592,61590,61586,61584,61562,61560,61558,61552,61550,61545,61543,61533,61531,61529,61527,61525,61523,61142,61137,61112,61107,61105,61103,61100,61052,61043,61028,60836,60834,60832,60830,60819,60818,60816,60813,60811,60809,60804,60802,60796,60731,60729,60094,60054,59995,59993,59975,59973,59951,59893,59891,59889,59887,59842,59528,59522,59517,59513,59200,59195,59184,59181,59178,59158,58396,58384,58372,58358,58348,58346,58319,58317,58315,58304,58292,58262,58260,58256,58253,58247,58245,58243,58241,58234,58232,58230,58197,58193,58188,58108,58072,58070,58068,58064,58062,58060,58052,58047,58017,58015,57957,57950,57865,57841,57834,57831,57824,57821,57819,57817,57815,57813,57809,57805,57803,57801,57798,57796,57793,57791,57485,57482,57460,57458,57453,57451,57448,57446,57444,57441,57438,57433,57431,57429,57427,57425,57422,57420,57417,57415,57413,57401,57399,57397,57394,57392,57380,57216,57214,57212,57187,57179,57175,57171,57120,57118,57116,57114,57104,57102,57100,57098,57096,57071,56891,56874,56865,56847,56808,56771,56175,56171,56169,56166,56162,56160,56138,56136,56134,56131,56128,56121,56119,56117,56114,56072,56070,56068,56062,56060,56058,55980,55977,55971,55969,55967,55965,55963,55961,55958,55956,55944,55674,55668,55663,55647,55643,55512,55409,55395,55393,55384,55382,55380,55019,54993,54991,54974,54972,54881,54875,54865,54863,54861,54859,54857,54801,54799,54793,54791,54789,54777,54775,54773,54771,54769,54764,54762,54758,54756,54754,54752,54160,54150,54119,54026,54003,54001,53972,53970,53964,53961,53959,53955,53953,53950,53948,53943,53900,53896,53876,53869,53867,53865,53863,53861,53859,53840,53835,53833,53830,53812,53810,53809,53807,53805,53803,53801,53799,53797,53795,53793,53791,53789,53787,53690,53688,53672,53665,53374,53359,53351,53347,53337,53335,53333,53331,53329,53327,53324,53321,53205,53203,53201,53185,53183,53181,53176,53172,53170,53168,53002,52998,52995,52992,52987,52985,52932,52918,52898,52864,52862,52838,52834,52699,52695,52693,52687,52667,52658,52656,52654,52652,52509,52504,52502,52474,52472,52470,52466,52457,52455,52428,52426,52424,52394,52392,52390,52349,52347,52278,52274,52272,51998,51996,51993,51991,51989,51985,51328,51326,51324,51322,51320,50838,50503,50501,50499,50495,50493,50491,50489,50485,50481,50283,50274,50254,49257,49255,49230,49228,49226,49223,49213,49089,49087,49085,49083,49081,49075,49072,49070,49066,49064,49060,49058,49056,48916,48866,48865,48848,48864,48862,48860,48858,48856,48854,48852,48850,48842,48838,48836,48709,48652,48633,48621,48618,48616,48614,48540,48537,48535,48533,48531,48527,48525,48523,48447,48444,48435,48432,48429,48401,47786,47784,47782,47780,47778,47756,47773,47739,47732,47725,47691,47645,47689,47593,47581,47448,47239,47236,47147,47145,47143,47141,47139,47137,47134,47037,47030,47028,47026,47014,47001,46999,46945,46943,46397,46393,46391,46204,46234,46228,46216,46208,46212,46037,45835,45833,45824,45619,45548,45539,45312,45308,45306,51882,51879,44890,44886,44395,44151,44148,44144,44141,44137,44135,44123,44001,43999,43997,43995,43993,43991,43989,43987,43976,43974,43908,43898,43674,43672,43670,43668,43666,43661,43649,43645,43641,43639,43632,43568,43566,43561,43555,43546,43541,43509,43507,43505,43500,43497,43495,43491,43366,43311,43304,42484,42482,42480,42478,42476,42467,42462,42458,42454,42449,42446,42352,44816,44772,19423,40802,40800,40798,40778,40768,40541,40537,40535,40533,40518,40515,40513,40511,40509,40507,40505,40503,40501,40499,40497,40495,40493,40489,40487,40485,40483,40481,40479,40424,40421,40419,40411,40409,40237,40233,40220,40092,40090,40033,15867,15775,39917,39906,39904,39902,39896,39894,39883,39856,39853,39850,39750,39676,39674,39670,39526,39514,39510,39508,39506,39454,39430,39428,39422,39420,39418,39416,39151,39148,39146,39143,39137,39133,39108,39104,39093,38815,38713,38711,38709,38707,38703,5611,38575,38565,38425,38346,37866,37864,37862,37860,37842,37838,37815,37813,37725,37700,37667,37663,37424,37422,37420,37411,37409,37407,37400,37395,37199,37197,37192,36975,36857,36854,36852,36850,36848,36846,36674,36671,36669,36667,36664,36660,36657,36650,36647,36645,36643,36537,36534,36532,36530,36527,36524,36521,36500,36497,36495,36490,36488,36477,36471,36314,36309,36302,36296,36293,36290,36287,36285,36283,36280,36278,36276,36256,36136,35590,35588,35537,35535,35533,35531,35022,34719,34714,34708,34706,34673,34659,11289,34446,34444,34441,34439,34339,34335,34333,5396,33715,33525,33469,33456,33228,33226,33213,32774,32772,32426,32413,32405,32385,32364,32314,31660,31658,31656,31654,31047,30873,30871,30869,30334,30253,30242,30240,30236,30234,30232,27146,27140,27136,25945,25375,25373,25369,24957,24955,24952,22092,24867,24858,24865,24863,24250,22254,22356,22358,22360,22352,22366,22619,22616,22614,22611,22608,22604,22602,22595,22593,22570,22568,22305,22362,22350,22289,22286,22278,22261,22249,22247,22245,22240,22236,22232,22096,22100,22019,22012,20897,20895,20893,20886,20882,20849,20744,20740,20733,19427,19425,19421,19419,19416,19338,19330,19328,19326,19324,19322,19320,19318,19316,19314,19312,19301,19294,19290,18657,18381,18471,18439,18437,18434,18403,18401,18265,18246,18242,17867,17590,17107,16611,16609,16615,16613,16639,16633,16619,16617,16592,16590,16588,16250,16248,15736,15741,15863,15858,15865,15850,15848,15846,15835,15773,15747,15745,15728,15716,15714,15712,15710,15706,15698,15696,15352,15350,15348,15346,15336,15337,15334,15332,15330,15328,15321,15319,15317,15315,15313,15311,15309,15306,15302,15303,15300,15298,15296,15290,15293,15274,15272,15268,15267,15248,15262,15114,15112,15101,15099,15097,14942,14932,14929,14927,14922,14918,14895,13770,13768,13766,13764,13760,13543,13540,13442,13440,13436,12739,12737,12731,12729,12585,12583,12581,12579,12572,12570,12567,12565,12563,12561,12559,12544,12542,12428,12079,12077,12074,12072,12070,12068,12059,11657,11656,11655,11299,11297,11295,11293,11283,11281,11279,11277,11266,11236,11203,11189,11187,11185,11181,11179,10879,10877,10875,10792,10790,10788,10784,10782,10780,10778,10776,10771,10769,10766,10762,10690,10688,10686,10537,10535,10487,10428,10425,10422,10417,10415,10412,10410,10407,10405,10403,10399,10397,10395,10391,10012,10007,10003,9932,9923,9921,9919,9917,9911,9824,9822,9709,9707,9705,9703,9700,9695,9693,9691,9689,9577,9575,9569,9567,9565,9563,9555,9553,9551,5665,8986,8984,8982,8980,8978,8976,8690,8664,8685,8573,8555,7784,7775,7743,4646,4660,4663,6367,6365,6186,5601,5609,5603,5394,4653,4642,4482,4476,4473,4306,4303,4300,886,539"
