country,supermarket,product_category,product_name,supermarket_price,supermarket_price_usd,quantity,unit,normalized_price
Russia,Pyaterochka,carrot,Морковь мини 250г (250 г),87.99,0.9728174399999999,0.25,kg,3.8912697599999997
Russia,Pyaterochka,carrot,Морковь целая очищенная в вакууме 500г (500 г),102.99,1.13865744,0.5,kg,2.27731488
Russia,Pyaterochka,banana,Бананы Global Village (Цена за 1 кг),169.99,1.87940944,1.0,kg,1.87940944
Russia,Pyaterochka,orange,Апельсины (Цена за 1 кг),149.99,1.6582894400000001,1.0,kg,1.6582894400000001
Russia,Pyaterochka,banana,Бананы Красная Цена фасованные (Цена за 1 кг),169.99,1.87940944,1.0,kg,1.87940944
Russia,Pyaterochka,orange,Апельсины фасованные (Цена за 1 кг),149.99,1.6582894400000001,1.0,kg,1.6582894400000001
Russia,Pyaterochka,orange,Апельсины Global Village отборные (Цена за 1 кг),233.99,2.58699344,1.0,kg,2.58699344
Russia,Pyaterochka,mango,Манго желтое (Цена за 1 кг),514.99,5.69372944,1.0,kg,5.69372944
Russia,Pyaterochka,milk,Молоко Домик в деревне пастеризованное 2.5% БЗМЖ 930мл (930 мл),89.99,0.9949294399999999,0.93,l,1.0698166021505375
Russia,Pyaterochka,milk,Молоко Станция Молочная пастеризованное 2.5% БЗМЖ 900мл (900 мл),76.99,0.85120144,0.9,l,0.9457793777777777
Russia,Pyaterochka,milk,Молоко Простоквашино отборное пастеризованное 3.4-4.5% БЗМЖ 930мл (930 мл),102.99,1.13865744,0.93,l,1.2243628387096774
Russia,Pyaterochka,milk,Молоко Село Зеленое пастеризованное 3.2% БЗМЖ 1.947л (1.947 л),199.99,2.21108944,1.947,l,1.1356391576784797
Russia,Pyaterochka,milk,Молоко Му-у ультрапастеризованное 3.2% БЗМЖ 925мл (925 мл),104.99,1.16076944,0.925,l,1.2548858810810808
Russia,Pyaterochka,milk,Молоко Красная Цена ультрапастеризованное 3.2% БЗМЖ 970мл (970 мл),84.99,0.93964944,0.97,l,0.9687107628865979
Russia,Pyaterochka,condensed_milk,Молоко сгущенное Рогачевъ с сахаром 8.5% БЗМЖ 380г (380 г),179.99,1.98996944,0.38,kg,5.236761684210526
Russia,Pyaterochka,milk,Молоко Красная Цена ультрапастеризованное 2.5% БЗМЖ 0.97л (970 мл),79.99,0.88436944,0.97,l,0.9117210721649484
Russia,Pyaterochka,milk,Молоко Домик в деревне отборное пастеризованное 3.7% БЗМЖ 1.4л (1.4 л),174.99,1.93468944,1.4,l,1.3819210285714287
Russia,Pyaterochka,condensed_milk,Молоко сгущенное Алексеевское цельное с сахаром 8.5% БЗМЖ 270г (270 г),134.99,1.4924494400000001,0.27,kg,5.527590518518519
Russia,Pyaterochka,milk,Молоко Му-у ультрапастеризованное 2.5% БЗМЖ 925мл (925 мл),109.99,1.21604944,0.925,l,1.3146480432432435
Russia,Pyaterochka,milk,Молоко Станция Молочная 3.3-6.0% БЗМЖ 930мл (930 мл),92.99,1.02809744,0.93,l,1.10548111827957
Russia,Pyaterochka,milk,Молоко Экомилк цельное отборное пастеризованное 3.4-4.5% БЗМЖ 900мл (900 мл),89.99,0.9949294399999999,0.9,l,1.1054771555555554
Russia,Pyaterochka,milk,Молоко С Нашей Фермы ультрапастеризованное 3.2% БЗМЖ 925мл (925 мл),111.99,1.2381614399999998,0.925,l,1.338552908108108
Russia,Pyaterochka,milk,Молоко Простоквашино безлактозное ультрапастеризованное 1.5% БЗМЖ 0.97л (970 мл),145.59,1.60964304,0.97,l,1.6594258144329896
Russia,Pyaterochka,condensed_milk,Молоко цельное сгущенное Станция Молочная 8.5% БЗМЖ 270г (270 г),90.99,1.00598544,0.27,kg,3.7258719999999994
Russia,Pyaterochka,milk,Молоко Домик в деревне ультрапастеризованное 2.5% БЗМЖ 950г (950 г),109.99,1.21604944,0.9223300970873786,l,1.318453603368421
Russia,Pyaterochka,milk,Молоко Сарафаново безлактозное ультрапастеризованное 1.5% БЗМЖ 970мл (970 мл),129.99,1.4371694400000001,0.97,l,1.4816179793814432
Russia,Pyaterochka,milk,Молоко Правильное Молоко пастеризованное 3.2-4% БЗМЖ 2л (2 л),199.99,2.21108944,2.0,l,1.10554472
Russia,Pyaterochka,milk,Молоко М ультрапастеризованное 3.2% БЗМЖ 950г (950 мл),114.99,1.27132944,0.95,l,1.3382415157894736
Russia,Pyaterochka,milk,Молоко Сарафаново детское ультрапастеризованное 2.5% БЗМЖ 970мл (970 мл),119.99,1.32660944,0.97,l,1.367638597938144
Russia,Pyaterochka,milk,Молоко Станция Молочная пастеризованное 3.2% БЗМЖ 1.55л (1.55 л),152.99,1.69145744,1.55,l,1.0912628645161289
Russia,Pyaterochka,milk,Молоко Простоквашино 1.5% БЗМЖ 930мл (930 мл),94.99,1.05020944,0.93,l,1.1292574623655913
Russia,Pyaterochka,milk,Молоко Parmalat Natura Premium питьевое ультрапастеризованное 3.5% БЗМЖ 1л (1 л),155.99,1.72462544,1.0,l,1.72462544
Russia,Pyaterochka,milk,Молоко Лебедяньмолоко 3.2% БЗМЖ 1400г (1.4 л),144.99,1.6030094400000001,1.4,l,1.1450067428571429
Russia,Pyaterochka,milk,Молоко ЭкоНива ультрапастеризованное 3.2% БЗМЖ 1л (1 л),117.59,1.30007504,1.0,l,1.30007504
Russia,Pyaterochka,condensed_milk,Молоко сгущенное Алексеевское цельное с сахаром 8.5% БЗМЖ 360г (360 мл),189.99,2.10052944,0.36,kg,5.834804
Russia,Pyaterochka,condensed_milk,Молоко сгущенное Алексеевское цельное с сахаром ГОСТ 8.5% БЗМЖ 100г (100 г),66.99,0.74064144,0.1,kg,7.4064144
Russia,Pyaterochka,milk,Молоко ЭкоНива пастеризованное цельное 3.3–6% БЗМЖ 1л (1 л),123.19,1.3619886399999999,1.0,l,1.3619886399999999
Russia,Pyaterochka,milk,Молоко Станция молочная топленое 3.2% БЗМЖ 900мл (900 мл),99.99,1.10548944,0.9,l,1.2283216
Russia,Pyaterochka,condensed_milk,Молоко сгущенное Рогачевъ цельное с сахаром 8.5% БЗМЖ  270г (270 г),157.99,1.74673744,0.27,kg,6.469397925925926
Russia,Pyaterochka,milk,Молоко Искренне Ваш пастеризованное 2.5% БЗМЖ 930г (930 мл),87.99,0.9728174399999999,0.93,l,1.0460402580645158
Russia,Pyaterochka,milk,Молоко Лебедяньмолоко 3.2% БЗМЖ 900г (900 мл),92.99,1.02809744,0.9,l,1.1423304888888888
Russia,Pyaterochka,condensed_milk,Сгущенное молоко Станция Молочная цельное с сахаром 8.5% БЗМЖ 360г (360 г),129.99,1.4371694400000001,0.36,kg,3.992137333333334
Russia,Pyaterochka,milk,Молоко Нашей Дойки Отборное пастеризованное 3.4-6% БЗМЖ 900мл (900 мл),99.99,1.10548944,0.9,l,1.2283216
Russia,Pyaterochka,condensed_milk,Молоко Алексеевское цельное сгущенное с сахаром 8.5% БЗМЖ 7г (7 г),4.99,0.05516944,0.007,kg,7.881348571428572
Russia,Pyaterochka,milk,Молоко Домик в деревне безлактозное ультрапастеризованное 1.8% БЗМЖ 950г (924 мл),139.99,1.5477294400000001,0.924,l,1.6750318614718616
Russia,Pyaterochka,milk,Молоко Вкуснотеево пастеризованное 3.2% БЗМЖ 900г (874 мл),96.99,1.0723214399999998,0.874,l,1.2269124027459952
Russia,Pyaterochka,milk,Молоко Искренне Ваш отборное пастеризованное 3.4-6% БЗМЖ 930г (930 мл),89.99,0.9949294399999999,0.93,l,1.0698166021505375
Russia,Pyaterochka,milk,Молоко Асеньевская ферма пастеризованное 3.4-6% БЗМЖ 900мл (900 мл),97.99,1.08337744,0.9,l,1.203752711111111
Russia,Pyaterochka,condensed_milk,Молоко Промконсервы стерилизованное сгущенное цельное без сахара БЗМЖ 300г (300 г),90.99,1.00598544,0.3,kg,3.3532847999999995
Russia,Pyaterochka,milk,Молоко Ecomilk пастеризованное 2.5% БЗМЖ 930мл (930 мл),79.99,0.88436944,0.93,l,0.9509348817204302
Russia,Pyaterochka,milk,Молоко ЛебедяньМолоко пастеризованное 3.2% БЗМЖ 450г (437 мл),54.99,0.60796944,0.437,l,1.3912344164759727
Russia,Pyaterochka,tofu,Тофу VegaNova Классический 250г (250 г),129.99,1.4371694400000001,0.25,kg,5.7486777600000005
Russia,Pyaterochka,egg,Яйцо куриное столовое С1 10шт. (10 шт),79.99,0.88436944,10.0,piece,0.08843694399999999
Russia,Pyaterochka,egg,Яйцо куриное отборное 10шт. (10 шт),99.99,1.10548944,10.0,piece,0.11054894400000001
Russia,Pyaterochka,egg,Яйцо куриное С2 10шт. (10 шт),65.99,0.7295854399999999,10.0,piece,0.07295854399999999
Russia,Pyaterochka,egg,Яйцо куриное Окское столовое С1 10шт. (10 шт),119.99,1.32660944,10.0,piece,0.132660944
Russia,Pyaterochka,egg,Яйцо куриное Окское столовое СО 10шт. (10 шт),139.99,1.5477294400000001,10.0,piece,0.154772944
Russia,Pyaterochka,egg,Яйцо куриное Село Зеленое Деревенское С1 10шт. (10 шт),139.99,1.5477294400000001,10.0,piece,0.154772944
Russia,Pyaterochka,egg,Яйцо куриное Роскар Экстра СО 10шт. (10 шт),139.99,1.5477294400000001,10.0,piece,0.154772944
Russia,Pyaterochka,egg,Яйцо куриное Лето С1 20шт. (20 шт),234.99,2.59804944,20.0,piece,0.129902472
Russia,Pyaterochka,egg,Яйцо куриное Лето пищевое С1 10шт. (10 шт),124.99,1.38188944,10.0,piece,0.138188944
Russia,Pyaterochka,egg,Яйцо куриное Окское С1 белое 30 шт. (30 шт),349.99,3.86948944,30.0,piece,0.12898298133333333
Russia,Pyaterochka,egg,Яйцо куриное Село Зеленое Деревенское С0 10шт. (10 шт),151.19,1.67155664,10.0,piece,0.16715566399999998
Russia,Pyaterochka,egg,Яйцо куриное Волжанин С1 10шт. (10 шт),124.99,1.38188944,10.0,piece,0.138188944
Russia,Pyaterochka,yogurt,Йогурт Даниссимо Фантазия с хрустящими шоколадными шариками 6.9% 105г (105 г),69.99,0.77380944,0.105,kg,7.3696137142857125
Russia,Pyaterochka,yogurt,Йогурт Даниссимо с хрустящими ягодными шариками 6.9% 105г (105 г),69.99,0.77380944,0.105,kg,7.3696137142857125
Russia,Pyaterochka,yogurt,Йогурт Epica с манго и семенами чиа 5% 130г (130 г),54.99,0.60796944,0.13,kg,4.676688
Russia,Pyaterochka,yogurt,Йогурт Epica вишня-черешня 4.8% 130г (130 г),54.99,0.60796944,0.13,kg,4.676688
Russia,Pyaterochka,yogurt,"Йогурт Растишка со вкусом пломбира, драже хрустящие шарики с ягодным вкусом 3% 116г (116 г)",66.99,0.74064144,0.116,kg,6.384839999999999
Russia,Pyaterochka,yogurt,Йогурт Фругурт персик-маракуйя 2% 240г (240 г),59.99,0.66324944,0.24,kg,2.763539333333333
Russia,Pyaterochka,yogurt,Йогурт Фругурт вишня 2% 240г (240 г),59.99,0.66324944,0.24,kg,2.763539333333333
Russia,Pyaterochka,yogurt,Йогурт Актибио вишня 2.9% 130г (130 г),49.99,0.55268944,0.13,kg,4.2514572307692315
Russia,Pyaterochka,yogurt,Йогурт Чудо Клубника-земляника 2% 290г (290 г),79.99,0.88436944,0.29,kg,3.0495497931034476
Russia,Pyaterochka,yogurt,Йогурт Даниссимо Фантазия со вкусом клубники-молочного шоколада 6.9% 105г (105 г),73.99,0.8180334399999999,0.105,kg,7.790794666666666
Russia,Pyaterochka,yogurt,Йогурт АктиБио чернослив 2.9% 130г (130 г),52.99,0.5858574400000001,0.13,kg,4.506595692307693
Russia,Pyaterochka,yogurt,Йогурт Простоквашино Греческий 2% 135г (135 г),58.99,0.65219344,0.135,kg,4.831062518518519
Russia,Pyaterochka,yogurt,Йогурт АктиБио отруби и злаки 2.9% 130г (130 г),49.99,0.55268944,0.13,kg,4.2514572307692315
Russia,Pyaterochka,yogurt,Йогурт АктиБио клубника 2.9% 130г (130 г),49.99,0.55268944,0.13,kg,4.2514572307692315
Russia,Pyaterochka,yogurt,Йогурт Фругурт клубника-малина 2% 240г (240 г),59.99,0.66324944,0.24,kg,2.763539333333333
Russia,Pyaterochka,yogurt,Йогурт АктиБио натуральный 3.5% 130г (130 г),49.99,0.55268944,0.13,kg,4.2514572307692315
Russia,Pyaterochka,yogurt,Йогурт Царка земляника 3.5% 400г (400 г),85.99,0.9507054399999999,0.4,kg,2.3767636
Russia,Pyaterochka,yogurt,Йогурт Простоквашино с черникой двухслойный термостатный 3.4% БЗМЖ 160г (160 г),49.99,0.55268944,0.16,kg,3.4543090000000007
Russia,Pyaterochka,yogurt,Йогурт Epica Crispy фисташки 4.8% 140г (140 г),74.99,0.82908944,0.14,kg,5.922067428571428
Russia,Pyaterochka,yogurt,Йогурт Царка манго 3.5% 400г (400 г),85.99,0.9507054399999999,0.4,kg,2.3767636
Russia,Pyaterochka,yogurt,Йогурт Epica Crispy карамель 4.8% 140г (140 г),78.99,0.8733134399999999,0.14,kg,6.237953142857142
Russia,Pyaterochka,yogurt,Йогурт Царка вишня 3.5% 400г (400 г),85.99,0.9507054399999999,0.4,kg,2.3767636
Russia,Pyaterochka,yogurt,Йогурт Коломенский Черника с малиной и манго 5% 170г (170 г),72.99,0.8069774399999999,0.17,kg,4.7469261176470585
Russia,Pyaterochka,yogurt,Йогурт Teos греческий клубника 2% 140г (140 г),63.99,0.70747344,0.14,kg,5.053381714285714
Russia,Pyaterochka,yogurt,Йогурт Lactica греческий натуральный 4% 120г (120 г),59.99,0.66324944,0.12,kg,5.527078666666667
Russia,Pyaterochka,yogurt,Йогурт ЦарКа Киви 3.5% 400г (400 мл),85.99,0.9507054399999999,0.4,kg,2.3767636
Russia,Pyaterochka,yogurt,Йогурт Viola Laplandia Сливочный с малиной и маскарпоне 7.2% 180г (180 г),78.99,0.8733134399999999,0.18,kg,4.851741333333333
Russia,Pyaterochka,yogurt,Йогурт Простоквашино термостатный 4% 160г (160 мл),49.99,0.55268944,0.16,kg,3.4543090000000007
Russia,Pyaterochka,yogurt,Йогурт Вкус & Польза греческий с малиной 3% 190г (190 г),105.99,1.1718254399999999,0.19,kg,6.1675023157894735
Russia,Pyaterochka,yogurt,Йогурт Коломенский Питайя-манго-чиа 5% 170г (170 г),72.99,0.8069774399999999,0.17,kg,4.7469261176470585
Russia,Pyaterochka,yogurt,Йогурт Viola Laplandia Крем-брюле сливочный 7% 180г (180 г),78.99,0.8733134399999999,0.18,kg,4.851741333333333
Russia,Pyaterochka,yogurt,Йогурт Сарафаново Термостатный 1.5% БЗМЖ 125г (125 г),29.99,0.33156944,0.125,kg,2.65255552
Russia,Pyaterochka,yogurt,Йогурт Viola Verry Berry манго 2.6% 180г (180 г),78.99,0.8733134399999999,0.18,kg,4.851741333333333
Russia,Pyaterochka,yogurt,Йогурт Viola Very berry Вишня 2.6% 180г (180 г),78.99,0.8733134399999999,0.18,kg,4.851741333333333
Russia,Pyaterochka,yogurt,Йогурт Neo Греческий Клубника 100% натуральный с высоким содержанием белка 2% БЗМЖ 125г (125 г),73.99,0.8180334399999999,0.125,kg,6.544267519999999
Russia,Pyaterochka,yogurt,Йогурт Viola free безлактозный 3.4% 180г (180 г),78.99,0.8733134399999999,0.18,kg,4.851741333333333
Russia,Pyaterochka,yogurt,Йогурт Вкус & Польза натуральный греческий 4% 190г (190 г),105.99,1.1718254399999999,0.19,kg,6.1675023157894735
Russia,Pyaterochka,yogurt,Йогурт Epica натуральный 6% 130г (130 г),55.99,0.61902544,0.13,kg,4.761734153846153
Russia,Pyaterochka,yogurt,Йогурт Lactica двухслойный греческий с печеным яблоком и карамелью 3.4% 120г (120 г),68.99,0.7627534399999999,0.12,kg,6.356278666666666
Russia,Pyaterochka,yogurt,Йогурт Lactica двухслойный греческий с малиной 3.4% 120г (120 г),64.99,0.71852944,0.12,kg,5.987745333333333
Russia,Pyaterochka,bread,Батон Селяночка Нарезной нарезка 400г (400 г),46.99,0.51952144,0.4,kg,1.2988035999999998
Russia,Pyaterochka,bread,Батон Коломенское Нарезной нарезка 400г (400 г),72.99,0.8069774399999999,0.4,kg,2.0174436
Russia,Pyaterochka,bread,Батон Хлебный Дом Звездный нарезка 350г (350 г),59.99,0.66324944,0.35,kg,1.8949984
Russia,Pyaterochka,bread,Хлеб сандвичный Harry's American Sandwich пшеничный нарезка 470г (470 г),123.99,1.37083344,0.47,kg,2.9166668936170206
Russia,Pyaterochka,bread,Хлеб Коломенский Даниловский ржано-пшеничный нарезка 350г (350 г),67.99,0.7516974399999999,0.35,kg,2.1477069714285713
Russia,Pyaterochka,bread,Батон Черемушки нарезка 400г (400 г),66.99,0.74064144,0.4,kg,1.8516036
Russia,Pyaterochka,bread,Хлеб Черемушки Столичный нарезка 330г (330 г),49.99,0.55268944,0.33,kg,1.674816484848485
Russia,Pyaterochka,bread,Батон Черемушки Нарезной нарезка 200г (200 г),34.99,0.38684944000000004,0.2,kg,1.9342472000000002
Russia,Pyaterochka,bread,Хлеб Хлебный Дом тостовый пшеничный 350г (350 г),70.99,0.7848654399999999,0.35,kg,2.242472685714286
Russia,Pyaterochka,bread,Хлеб Коломенское Дарницкий формовой нарезка 350г (350 г),52.49,0.58032944,0.35,kg,1.6580841142857146
Russia,Pyaterochka,bread,Хлеб Коломенское Даниловский зерновой 300г (300 г),87.35,0.9657416,0.3,kg,3.2191386666666664
Russia,Pyaterochka,bread,Хлеб Селяночка Бородинский нарезка половина 350г (350 г),39.99,0.44212944000000004,0.35,kg,1.2632269714285718
Russia,Pyaterochka,bread,Хлеб Хлебный Дом Геркулес зерновой нарезка 250г (250 г),62.99,0.69641744,0.25,kg,2.78566976
Russia,Pyaterochka,bread,Хлеб Селяночка Дарницкий 320г (320 г),32.99,0.36473744,0.32,kg,1.1398044999999999
Russia,Pyaterochka,bread,Хлеб Ржаной Край зерновой нарезка 300г (300 г),109.99,1.21604944,0.3,kg,4.053498133333333
Russia,Pyaterochka,bread,Батон Селяночка нарезной 200г (200 г),27.99,0.30945744,0.2,kg,1.5472871999999998
Russia,Pyaterochka,bread,Хлеб Ржаной Край заварной нарезка 300г (300 г),96.99,1.0723214399999998,0.3,kg,3.5744047999999995
Russia,Pyaterochka,bread,Батон Хлебный Дом Утренний нарезка 400г (400 г),84.99,0.93964944,0.4,kg,2.3491236
Russia,Pyaterochka,bread,Хлеб Черемушки Бородинский нарезка 390г (390 г),59.99,0.66324944,0.39,kg,1.7006395897435898
Russia,Pyaterochka,bread,Батон Коломенское с отрубями 300г (300 г),66.99,0.74064144,0.3,kg,2.4688048
Russia,Pyaterochka,bread,Хлеб Сибирский пекарь зерновой мультизлаковый со льном нарезка 280г (280 г),69.99,0.77380944,0.28,kg,2.7636051428571426
Russia,Pyaterochka,bread,Хлеб Коломенское Бородинский нарезка 400г (400 г),59.99,0.66324944,0.4,kg,1.6581236
Russia,Pyaterochka,bread,Хлеб Черемушки Московский 340г (340 г),44.99,0.49740944000000004,0.34,kg,1.4629689411764704
Russia,Pyaterochka,bread,Батон Черемушки Полюшко нарезка 300г (300 г),89.99,0.9949294399999999,0.3,kg,3.3164314666666663
Russia,Pyaterochka,bread,Хлеб Черемушки Зерновик нарезка 460г (460 г),109.99,1.21604944,0.46,kg,2.6435857391304345
Russia,Pyaterochka,bread,Батон Пеко нарезка 400г (400 г),54.99,0.60796944,0.4,kg,1.5199236000000003
Russia,Pyaterochka,bread,Хлеб Зерница ржано-пшеничный бездрожжевой нарезка 300г (300 г),57.99,0.6411374400000001,0.3,kg,2.1371248
Russia,Pyaterochka,bread,Хлеб Хлебный Дом Марьин заварной 350г (350 г),89.99,0.9949294399999999,0.35,kg,2.8426555428571425
Russia,Pyaterochka,bread,Хлеб Хлебозавод 28 Для Фитнеса нарезка 300г (300 г),73.99,0.8180334399999999,0.3,kg,2.726778133333333
Russia,Pyaterochka,bread,Хлеб Рижский хлеб Крестьянский бездрожжевой заварной подовый 300г (300 г),67.99,0.7516974399999999,0.3,kg,2.505658133333333
Russia,Pyaterochka,bread,Батон Нижегородский хлеб Подмосковный 380г (380 г),45.99,0.50846544,0.38,kg,1.338066947368421
Russia,Pyaterochka,bread,Хлеб Дарницкий нарезка 160г (160 г),19.99,0.22100943999999997,0.16,kg,1.381309
Russia,Pyaterochka,bread,Хлеб Рижский хлеб Ароматный подовый 300г (300 г),69.99,0.77380944,0.3,kg,2.5793648
Russia,Pyaterochka,bread,Хлеб Рижский Хлеб Бородинский 300г (300 г),93.99,1.03915344,0.3,kg,3.4638447999999995
Russia,Pyaterochka,bread,Хлеб Нижегородский Хлеб 400г (400 г),59.99,0.66324944,0.4,kg,1.6581236
Russia,Pyaterochka,bread,Хлеб Селяночка Тостовый нарезка 250г (250 г),46.99,0.51952144,0.25,kg,2.07808576
Russia,Pyaterochka,bread,Хлеб Нижегородский хлеб Дарницкий формовой 700г (700 г),50.99,0.56374544,0.7,kg,0.8053506285714286
Russia,Pyaterochka,bread,Хлеб Нижегородский хлеб Буржуа нарезка 350г (350 г),69.99,0.77380944,0.35,kg,2.2108841142857143
Russia,Pyaterochka,bread,Хлеб Зерница Полезные рецепты Пшеничный злаковый нарезка 300г (300 г),69.99,0.77380944,0.3,kg,2.5793648
Russia,Pyaterochka,bread,Хлеб Рижский хлеб Ароматный ржано-пшеничный подовый с изюмом 300г (300 г),85.99,0.9507054399999999,0.3,kg,3.1690181333333327
Russia,Pyaterochka,bread,Хлеб Пеко Медведковский ржано-пшеничный заварной нарезка 375г (375 г),49.99,0.55268944,0.375,kg,1.4738385066666666
Russia,Pyaterochka,bread,Хлеб Пеко Столовый Новый нарезка 160г (160 г),19.99,0.22100943999999997,0.16,kg,1.381309
Russia,Pyaterochka,bread,Хлеб Рижский хлеб ржаной со злаками 300г (300 г),134.99,1.4924494400000001,0.3,kg,4.974831466666667
Russia,Pyaterochka,bread,Хлеб Рижский хлеб Юбилейный бездрожжевой 205г (205 г),149.99,1.6582894400000001,0.205,kg,8.089216780487806
Russia,Pyaterochka,bread,Батон Селяночка пшеничный с отрубями 300г (300 г),33.99,0.37579344000000003,0.3,kg,1.2526448
Russia,Pyaterochka,bread,Батон Селяночка Горчичный нарезанный 300г (300 г),44.99,0.49740944000000004,0.3,kg,1.6580314666666667
Russia,Pyaterochka,bread,Хлеб Пеко Медведковский пшеничный злаковый нарезка 300г (300 г),54.99,0.60796944,0.3,kg,2.0265648
Russia,Pyaterochka,bread,Батон Пеко Горчичный нарезка 400г (400 г),44.99,0.49740944000000004,0.4,kg,1.2435235999999998
Russia,Pyaterochka,pork_leg,Окорок свиной бескостный охлажденный (Цена за 1 кг),299.99,3.31668944,1.0,kg,3.31668944
Russia,Pyaterochka,chicken_fillet,Филе куриное охлажденное (Цена за 1 кг),329.99,3.64836944,1.0,kg,3.64836944
Russia,Pyaterochka,chicken_fillet,Филе грудки цыплёнка Петелинка охлаждённое (Цена за 1 кг),449.99,4.97508944,1.0,kg,4.97508944
Russia,Pyaterochka,spaghetti,Спагетти Шебекинские №2 тонкие 450г (450 г),63.99,0.70747344,0.45,kg,1.5721631999999999
Russia,Pyaterochka,spaghetti,Макароны Makfa Спагетти 450г (450 г),63.99,0.70747344,0.45,kg,1.5721631999999999
Russia,Pyaterochka,buckwheat,Гречка ядрица 900г (900 г),33.99,0.37579344000000003,0.9,kg,0.4175482666666667
Russia,Pyaterochka,buckwheat,Гречка ядрица Селяночка быстроразваривающаяся пропаренная 900г (900 г),94.99,1.05020944,0.9,kg,1.1668993777777776
Russia,Pyaterochka,spaghetti,Макароны Barilla Спагетти n.5 450г (450 г),109.99,1.21604944,0.45,kg,2.7023320888888893
Russia,Pyaterochka,buckwheat,Гречка Селяночка ядрица быстроразваривающаяся 5х80г (400 г),83.99,0.9285934399999999,0.4,kg,2.3214836
Russia,Pyaterochka,rice,Рис Селяночка круглозерный 5x80г (400 г),89.99,0.9949294399999999,0.4,kg,2.4873236
Russia,Pyaterochka,rice,Рис круглозернистый шлифованный 900г (900 г),49.99,0.55268944,0.9,kg,0.6140993777777779
Russia,Pyaterochka,rice,Рис Global Village Для плова 800г (800 г),124.99,1.38188944,0.8,kg,1.7273618000000002
Russia,Pyaterochka,rice,Рис Селяночка длиннозерный пропаренный 900г (900 г),139.99,1.5477294400000001,0.9,kg,1.7196993777777778
