,name,price,pricing_unit,product_type,supermarket,weight,price_kg,number_of_units,price_unit,volume,price_lit
320,Хлеб Маг с семечками 390г,75.99,390 г,bread,Pyaterochka,390.0,194.84615384615384,,,,
362,Хлеб с семечками замороженный п/ф 400г,71.99,400 г,bread,Pyaterochka,400.0,179.975,,,,
608,Огурцы среднеплодные,175.99,Цена за 1 кг,cucumber,Pyaterochka,1000.0,175.99,,,,
609,Томаты,203.99,Цена за 1 кг,tomato,Pyaterochka,1000.0,203.99,,,,
610,Капуста белокочанная,39.99,Цена за 1 кг,cabbage,Pyaterochka,1000.0,39.99,,,,
612,Лук репчатый,59.99,Цена за 1 кг,onion,Pyaterochka,1000.0,59.99,,,,
613,Огурцы короткоплодные 450г,259.99,450 г,cucumber,Pyaterochka,450.0,577.7555555555556,,,,
614,Огурец Global Village Агромос длинный 1шт.,118.99,1 шт,cucumber,Pyaterochka,,,1.0,118.99,,
615,Томаты Фламенко сливовидные красные 450г,239.99,450 г,tomato,Pyaterochka,450.0,533.3111111111111,,,,
618,Лук-репка Выгодно в сетке,48.49,Цена за 1 кг,onion,Pyaterochka,1000.0,48.49,,,,
619,Огурец Global Village среднеплодный гладкий 600г,267.99,600 г,cucumber,Pyaterochka,600.0,446.65,,,,
620,Томаты Фламенко сливовидные,499.99,Цена за 1 кг,tomato,Pyaterochka,1000.0,499.99,,,,
621,Морковь мытая упаковка 1кг,102.99,1 кг,carrot,Pyaterochka,1000.0,102.99,,,,
625,Томаты Медовые черри красные круглые 200г,299.99,200 г,tomato,Pyaterochka,200.0,1499.95,,,,
626,Огурцы Global Village корнишоны премиум 300г,289.99,300 г,cucumber,Pyaterochka,300.0,966.6333333333333,,,,
627,Лук красный,133.99,Цена за 1 кг,onion,Pyaterochka,1000.0,133.99,,,,
632,Томаты Черри на ветке 250г,237.99,250 г,tomato,Pyaterochka,250.0,951.96,,,,
639,Томаты Рост Медовые Черри оранжевые круглые 200г,299.99,200 г,tomato,Pyaterochka,200.0,1499.95,,,,
645,Томаты коктейльные 350г,226.99,350 г,tomato,Pyaterochka,350.0,648.5428571428572,,,,
647,Баклажан,298.99,Цена за 1 кг,eggplant,Pyaterochka,1000.0,298.99,,,,
650,Огурцы короткоплодные,389.99,Цена за 1 кг,cucumber,Pyaterochka,1000.0,389.99,,,,
651,Огурцы Люкс Луховицкие короткоплодные 450г,278.99,450 г,cucumber,Pyaterochka,450.0,619.9777777777779,,,,
653,Огурцы Луховицкие длинные 1шт.,123.99,250 г,cucumber,Pyaterochka,250.0,495.96,1.0,123.99,,
654,Томаты Рост коричневые 350г,212.99,350 г,tomato,Pyaterochka,350.0,608.5428571428572,,,,
665,Лук белый,175.99,Цена за 1 кг,onion,Pyaterochka,1000.0,175.99,,,,
671,Огурцы среднеплодные колючие 600г,267.99,600 г,cucumber,Pyaterochka,600.0,446.65,,,,
672,Томаты Сладкая Ягода Черри красные в ассортименте 200г,233.99,200 г,tomato,Pyaterochka,200.0,1169.95,,,,
681,Морковь мини 250г,87.99,250 г,carrot,Pyaterochka,250.0,351.96,,,,
685,Морковь целая очищенная в вакууме 500г,102.99,500 г,carrot,Pyaterochka,500.0,205.98,,,,
686,Бананы Global Village,169.99,Цена за 1 кг,banana,Pyaterochka,1000.0,169.99,,,,
687,Апельсины,149.99,Цена за 1 кг,orange,Pyaterochka,1000.0,149.99,,,,
691,Бананы Красная Цена фасованные,169.99,Цена за 1 кг,banana,Pyaterochka,1000.0,169.99,,,,
701,Апельсины фасованные,149.99,Цена за 1 кг,orange,Pyaterochka,1000.0,149.99,,,,
710,Апельсины Global Village отборные,233.99,Цена за 1 кг,orange,Pyaterochka,1000.0,233.99,,,,
722,Манго желтое,514.99,Цена за 1 кг,mango,Pyaterochka,1000.0,514.99,,,,
805,Молоко Домик в деревне пастеризованное 2.5% БЗМЖ 930мл,89.99,930 мл,milk,Pyaterochka,,,,,930.0,96.76344086021504
806,Молоко Станция Молочная пастеризованное 2.5% БЗМЖ 900мл,76.99,900 мл,milk,Pyaterochka,,,,,900.0,85.54444444444444
807,Молоко Простоквашино отборное пастеризованное 3.4-4.5% БЗМЖ 930мл,102.99,930 мл,milk,Pyaterochka,,,,,930.0,110.74193548387096
809,Молоко Село Зеленое пастеризованное 3.2% БЗМЖ 1.947л,199.99,1.947 л,milk,Pyaterochka,,,,,1947.0,102.71700051361069
810,Молоко Му-у ультрапастеризованное 3.2% БЗМЖ 925мл,104.99,925 мл,milk,Pyaterochka,,,,,925.0,113.50270270270269
811,Молоко Красная Цена ультрапастеризованное 3.2% БЗМЖ 970мл,84.99,970 мл,milk,Pyaterochka,,,,,970.0,87.61855670103093
812,Молоко сгущенное Рогачевъ с сахаром 8.5% БЗМЖ 380г,179.99,380 г,condensed_milk,Pyaterochka,380.0,473.65789473684214,,,,
813,Молоко Красная Цена ультрапастеризованное 2.5% БЗМЖ 0.97л,79.99,970 мл,milk,Pyaterochka,,,,,970.0,82.46391752577318
816,Молоко Домик в деревне отборное пастеризованное 3.7% БЗМЖ 1.4л,174.99,1.4 л,milk,Pyaterochka,,,,,1400.0,124.99285714285716
817,Молоко сгущенное Алексеевское цельное с сахаром 8.5% БЗМЖ 270г,134.99,270 г,condensed_milk,Pyaterochka,270.0,499.962962962963,,,,
819,Молоко Му-у ультрапастеризованное 2.5% БЗМЖ 925мл,109.99,925 мл,milk,Pyaterochka,,,,,925.0,118.90810810810811
820,Молоко Станция Молочная 3.3-6.0% БЗМЖ 930мл,92.99,930 мл,milk,Pyaterochka,,,,,930.0,99.98924731182795
823,Молоко Экомилк цельное отборное пастеризованное 3.4-4.5% БЗМЖ 900мл,89.99,900 мл,milk,Pyaterochka,,,,,900.0,99.98888888888888
825,Молоко С Нашей Фермы ультрапастеризованное 3.2% БЗМЖ 925мл,111.99,925 мл,milk,Pyaterochka,,,,,925.0,121.07027027027026
827,Молоко Простоквашино безлактозное ультрапастеризованное 1.5% БЗМЖ 0.97л,145.59,970 мл,milk,Pyaterochka,,,,,970.0,150.09278350515464
830,Молоко цельное сгущенное Станция Молочная 8.5% БЗМЖ 270г,90.99,270 г,condensed_milk,Pyaterochka,270.0,336.99999999999994,,,,
831,Молоко Домик в деревне ультрапастеризованное 2.5% БЗМЖ 950г,109.99,950 г,milk,Pyaterochka,950.0,115.77894736842106,,,,
834,Молоко Сарафаново безлактозное ультрапастеризованное 1.5% БЗМЖ 970мл,129.99,970 мл,milk,Pyaterochka,,,,,970.0,134.01030927835052
837,Молоко Правильное Молоко пастеризованное 3.2-4% БЗМЖ 2л,199.99,2 л,milk,Pyaterochka,,,,,2000.0,99.995
838,Молоко М ультрапастеризованное 3.2% БЗМЖ 950г,114.99,950 мл,milk,Pyaterochka,950.0,121.0421052631579,,,950.0,121.0421052631579
839,Молоко Сарафаново детское ультрапастеризованное 2.5% БЗМЖ 970мл,119.99,970 мл,milk,Pyaterochka,,,,,970.0,123.70103092783505
840,Молоко Станция Молочная пастеризованное 3.2% БЗМЖ 1.55л,152.99,1.55 л,milk,Pyaterochka,,,,,1550.0,98.70322580645161
841,Сгущенка вареная Станция Молочная с сахаром СЗМЖ 370г,119.99,370 г,condensed_milk,Pyaterochka,370.0,324.2972972972973,,,,
842,Молоко Простоквашино 1.5% БЗМЖ 930мл,94.99,930 мл,milk,Pyaterochka,,,,,930.0,102.13978494623656
847,Молоко Parmalat Natura Premium питьевое ультрапастеризованное 3.5% БЗМЖ 1л,155.99,1 л,milk,Pyaterochka,,,,,1000.0,155.99
