,name,price,pricing_unit,supermarket,product_type,weight,price_kg,number_of_units,price_unit,volume,price_lit
14228,"Йогурт VIOLA Классический 3,4%, без змж, 180г",105.29,180г,Lenta,yogurt,180.0,584.9444444444445,,,,
14229,"Йогурт VIOLA Very Berry с персиком 2,6%, без змж, 180г",94.79,180г,Lenta,yogurt,180.0,526.6111111111111,,,,
14230,"Йогурт LAPLANDIA Сливочный 8,5%, без змж, 260г",110.52,260г,Lenta,yogurt,260.0,425.0769230769231,,,,
14231,"Йогурт VIOLA Very Berry с манго 2,6%, без змж, 180г",94.79,180г,Lenta,yogurt,180.0,526.6111111111111,,,,
14232,"Йогурт LAPLANDIA Сливочный с малиной и сыром маскарпоне 7,2%, без змж, 180г",94.79,180г,Lenta,yogurt,180.0,526.6111111111111,,,,
14233,"Йогурт LAPLANDIA Сливочный с наполнителем ржаной хлеб, корица 7,1%, без змж, 180г",94.79,180г,Lenta,yogurt,180.0,526.6111111111111,,,,
14234,"Йогурт VIOLA Very Berry с черникой и клубникой 2,6%, без змж, 180г",94.79,180г,Lenta,yogurt,180.0,526.6111111111111,,,,
14235,"Йогурт LAPLANDIA Сливочный с наполнителем черничный маффин 7,2%, без змж, 180г",94.79,180г,Lenta,yogurt,180.0,526.6111111111111,,,,
14242,"Йогурт ЧУДО Клубника, земляника 2%, без змж, 290г",105.29,290г,Lenta,yogurt,290.0,363.0689655172414,,,,
14243,"Йогурт ЧУДО Персик, маракуя 2%, без змж, 290г",89.47,290г,Lenta,yogurt,290.0,308.51724137931035,,,,
14244,"Йогурт ЧУДО Вишня, черешня 2%, без змж, 290г",89.47,290г,Lenta,yogurt,290.0,308.51724137931035,,,,
14255,"Йогурт LAPLANDIA Сливочный с наполнителем лимонный пирог 7,1%, без змж, 180г",94.79,180г,Lenta,yogurt,180.0,526.6111111111111,,,,
14263,"Йогурт МОЛОЧНАЯ КУЛЬТУРА с голубикой и ежевикой с гранолой и изюмом 2,7–3,5%, без змж, 190г",110.59,190г,Lenta,yogurt,190.0,582.0526315789474,,,,
14264,"Йогурт МОЛОЧНАЯ КУЛЬТУРА с лесными ягодами с гранолой и изюмом 2,7–3,5%, без змж, 190г",110.59,190г,Lenta,yogurt,190.0,582.0526315789474,,,,
14265,"Йогурт МОЛОЧНАЯ КУЛЬТУРА с абрикосом, миндалем с гранолой и изюмом 2,7–3,5%, без змж, 190г",110.59,190г,Lenta,yogurt,190.0,582.0526315789474,,,,
14273,"Молоко пастеризованное ЛЕНТА 3,2%, без змж, 900мл",111.59,900мл,Lenta,milk,,,,,900.0,123.9888888888889
14274,"Молоко пастеризованное ЛЕНТА 2,5%, без змж, 900мл",99.99,900мл,Lenta,milk,,,,,900.0,111.1
14284,"Йогурт VIOLA FREE безлактозный с наполнителем Малина, черная смородина 2,7%, без змж, 180г",105.29,180г,Lenta,yogurt,180.0,584.9444444444445,,,,
14286,"Йогурт VIOLA FREE безлактозный 3,4%, без змж, 180г",94.79,180г,Lenta,yogurt,180.0,526.6111111111111,,,,
14287,"Йогурт VIOLA FREE безлактозный с наполнителем Клубника, маракуйя 2,7%, без змж, 180г",105.29,180г,Lenta,yogurt,180.0,584.9444444444445,,,,
14288,"Молоко ультрапастеризованное ИЗ ВОЛОГДЫ Вологодское 3,2% ГОСТ, без змж, 200мл",36.49,200мл,Lenta,milk,,,,,200.0,182.45
14289,"Молоко пастеризованное СЕВЕРНАЯ ДОЛИНА 2,5%, без змж, 900мл",95.99,900мл,Lenta,milk,,,,,900.0,106.65555555555555
14292,"Йогурт SOLO Шоколад и миндаль 4,2%, без змж, 130г",52.63,130г,Lenta,yogurt,130.0,404.84615384615387,,,,
14295,"Йогурт SOLO Кленовый сироп и грецкий орех 4,2%, без змж, 130г",52.63,130г,Lenta,yogurt,130.0,404.84615384615387,,,,
14298,"Молоко ультрапастеризованное BONVIDA Для капучино 3,5%, без змж, 200мл",52.69,200мл,Lenta,milk,,,,,200.0,263.45
14299,"Йогурт ПРОСТОКВАШИНО с персиком 2,9%, без змж, 110г",41.99,110г,Lenta,yogurt,110.0,381.72727272727275,,,,
14303,"Йогурт ПРОСТОКВАШИНО с вишней и черешней 2,9%, без змж, 110г",41.99,110г,Lenta,yogurt,110.0,381.72727272727275,,,,
14306,"Йогурт термостатный ПРОСТОКВАШИНО 4%, без змж, 160г",58.99,160г,Lenta,yogurt,160.0,368.6875,,,,
14307,"Йогурт ПРОСТОКВАШИНО с клубникой 2,9%, без змж, 110г",41.99,110г,Lenta,yogurt,110.0,381.72727272727275,,,,
14310,"Йогурт ФРУГУРТ Персик, маракуйя 2%, без змж, 240г",75.78,240г,Lenta,yogurt,240.0,315.75000000000006,,,,
14311,"Йогурт ФРУГУРТ Клубника, малина 2%, без змж, 240г",75.78,240г,Lenta,yogurt,240.0,315.75000000000006,,,,
14312,"Йогурт ФРУГУРТ Вишня 2%, без змж, 240г",75.78,240г,Lenta,yogurt,240.0,315.75000000000006,,,,
14324,"Йогурт САВУШКИН Клубника, земляника двухслойный 2%, без змж, 120г",41.09,120г,Lenta,yogurt,120.0,342.4166666666667,,,,
14335,"Йогурт термостатный СВЕЖЕЕ ЗАВТРА 1,5%, без змж, 125г",31.59,125г,Lenta,yogurt,125.0,252.72,,,,
14337,"Йогурт ЧУДО Клубника, земляника 2%, без змж, 130г",70.52,130г,Lenta,yogurt,130.0,542.4615384615385,,,,
14338,"Йогурт ЧУДО Вишня, черешня 2%, без змж, 130г",63.19,130г,Lenta,yogurt,130.0,486.0769230769231,,,,
14372,"Йогурт САВУШКИН Суперкид Ваниль, конфеты с топпером 2%, без змж, 103г",82.19,103г,Lenta,yogurt,103.0,797.9611650485436,,,,
14373,"Йогурт САВУШКИН Суперкид Клубника, конфеты с топпером 2%, без змж, 103г",82.19,103г,Lenta,yogurt,103.0,797.9611650485436,,,,
14403,"Йогурт МОЛОЧНАЯ КУЛЬТУРА из цельного молока Кофе, апельсин 2,7–3,5%, без змж, 130г",70.49,130г,Lenta,yogurt,130.0,542.2307692307692,,,,
14407,"Йогурт NEO Греческий 2%, без змж, 125г",79.99,125г,Lenta,yogurt,125.0,639.92,,,,
14408,"Йогурт NEO Греческий Клубника 1,7%, без змж, 125г",89.49,125г,Lenta,yogurt,125.0,715.92,,,,
14410,"Йогурт NEO Греческий Персик 1,7%, без змж, 125г",89.49,125г,Lenta,yogurt,125.0,715.92,,,,
14411,"Йогурт NEO Греческий 2%, без змж, 230г",101.05,230г,Lenta,yogurt,230.0,439.3478260869565,,,,
14413,"Молоко ультрапастеризованное для детского питания МИ-МИ-МИШКИ Крепыш 3,2%, с 8 месяцев, без змж, 206г",54.73,206г,Lenta,milk,206.0,265.6796116504854,,,,
14417,"Йогурт ПРОСТОКВАШИНО Греческий 2%, без змж, 135г",62.19,135г,Lenta,yogurt,135.0,460.6666666666667,,,,
14418,"Йогурт ПРОСТОКВАШИНО Греческий 2%, без змж, 235г",89.49,235г,Lenta,yogurt,235.0,380.80851063829783,,,,
14426,"Молоко ультрапастеризованное 365 ДНЕЙ 2,5%, без змж, 200мл",32.99,200мл,Lenta,milk,,,,,200.0,164.95000000000002
14443,"Йогурт ЧУДО Банан, клубника, манго 2%, без змж, 290г",89.47,290г,Lenta,yogurt,290.0,308.51724137931035,,,,
14447,"Йогурт ЛЕНТА FRESH Греческий Манго, маракуйя 3,4%, без змж, 125г",68.49,125г,Lenta,yogurt,125.0,547.92,,,,
14449,"Йогурт ЛЕНТА FRESH Греческий Черника двухслойный 3,4%, без змж, 125г",68.49,125г,Lenta,yogurt,125.0,547.92,,,,
14450,"Йогурт ЛЕНТА FRESH Греческий 4%, без змж, 120г",61.09,120г,Lenta,yogurt,120.0,509.0833333333333,,,,
14465,"Йогурт LAPLANDIA Сливочный со вкусом фисташки 7,1%, без змж, 180г",94.73,180г,Lenta,yogurt,180.0,526.2777777777778,,,,
14466,"Йогурт EPOS Черника 2,5%, без змж, 120г",47.39,120г,Lenta,yogurt,120.0,394.9166666666667,,,,
14472,"Йогурт VIOLA Very Berry с бананом 2,6%, без змж, 180г",94.79,180г,Lenta,yogurt,180.0,526.6111111111111,,,,
14473,"Йогурт EPOS Клубника 2,5%, без змж, 120г",47.39,120г,Lenta,yogurt,120.0,394.9166666666667,,,,
14476,"Йогурт VIOLA Free Лайм, лимон безлактозный 2,7%, без змж, 180г",105.29,180г,Lenta,yogurt,180.0,584.9444444444445,,,,
14479,"Йогурт РАСТИШКА Пломбир и драже хрустящие шарики с ягодным вкусом обогащенный 3%, без змж, 116г",63.19,116г,Lenta,yogurt,116.0,544.7413793103449,,,,
14480,"Йогурт VIOLA Very Berry с зеленым яблоком 2,6%, без змж, 180г",94.79,180г,Lenta,yogurt,180.0,526.6111111111111,,,,
14481,"Йогурт EPOS Персик 2,5%, без змж, 120г",47.39,120г,Lenta,yogurt,120.0,394.9166666666667,,,,
14485,"Йогурт VIOLA Very Berry с тропическими фруктами 2,6%, без змж, 180г",94.79,180г,Lenta,yogurt,180.0,526.6111111111111,,,,
14486,"Йогурт EPOS Вишня 2,5%, без змж, 120г",47.39,120г,Lenta,yogurt,120.0,394.9166666666667,,,,
14490,"Йогурт VIOLA Free Малина, инжир безлактозный 2,7%, без змж, 180г",105.29,180г,Lenta,yogurt,180.0,584.9444444444445,,,,
14491,"Йогурт VIOLA Free Абрикос, персик безлактозный 2,7%, без змж, 180г",105.29,180г,Lenta,yogurt,180.0,584.9444444444445,,,,
14493,"Йогурт РАСТИШКА Пломбир и печеньем с шоколадом и с какао обогащенный 3%, без змж, 116г",63.19,116г,Lenta,yogurt,116.0,544.7413793103449,,,,
14498,"Молоко пастеризованное ВЫБОР СЕМЬИ 1,5%, без змж, 900мл",63.19,900мл,Lenta,milk,,,,,900.0,70.21111111111111
14499,"Йогурт ЛЕНТА FRESH Греческий Яблоко, банан 3,4%, без змж, 125г",68.49,125г,Lenta,yogurt,125.0,547.92,,,,
14524,"Йогурт АКТИБИО с манго 3%, без змж, 220г",78.99,220г,Lenta,yogurt,220.0,359.0454545454545,,,,
14525,"Йогурт термостатный ПРОСТОКВАШИНО с черникой 3,4%, без змж, 160г",55.79,160г,Lenta,yogurt,160.0,348.6875,,,,
14526,"Йогурт термостатный ПРОСТОКВАШИНО с персиком 3,4%, без змж, 160г",55.79,160г,Lenta,yogurt,160.0,348.6875,,,,
14537,"Молоко ультрапастеризованное ВЫБОР СЕМЬИ 3,2%, без змж, 1000г",102.19,1000г,Lenta,milk,1000.0,102.19,,,,
14538,"Молоко ультрапастеризованное ВЫБОР СЕМЬИ 2,5%, без змж, 1000г",94.79,1000г,Lenta,milk,1000.0,94.79,,,,
14539,"Молоко ультрапастеризованное ВЫБОР СЕМЬИ 1,5%, без змж, 1000г",91.59,1000г,Lenta,milk,1000.0,91.59,,,,
14550,"Молоко ультрапастеризованное ИЗ ВОЛОГДЫ 2,5%, без змж, 1000мл",110.59,1000мл,Lenta,milk,,,,,1000.0,110.59
14551,"Молоко ультрапастеризованное ВОЛОГЖАНКА 2,5%, без змж, 1000мл",99.99,1000мл,Lenta,milk,,,,,1000.0,99.99
15432,"Хлеб злаковый безглютеновый DR.SСHAER Pan Rustico, 250г",460.99,250г,Lenta,bread,250.0,1843.96,,,,
15433,"Хлеб безглютеновый DR.SСHAER Pan Blanco белый, 250г",380.99,250г,Lenta,bread,250.0,1523.96,,,,
15594,"Масло подсолнечное ОЛЕЙНА рафинированное дезодорированное 1-й сорт, 1л",171.99,1000мл,Lenta,sunflower_oil,,,,,1000.0,171.99
15598,"Масло подсолнечное СЛОБОДА рафинированное дезодорированное вымороженное высший сорт, 1000мл",189.49,1000мл,Lenta,sunflower_oil,,,,,1000.0,189.49
15599,"Масло подсолнечное СЛОБОДА рафинированное высший сорт, 1800мл",245.99,1800мл,Lenta,sunflower_oil,,,,,1800.0,136.66111111111113
15609,"Масло подсолнечное СЛОБОДА нерафинированное 1-й сорт, 1000мл",223.49,1000мл,Lenta,sunflower_oil,,,,,1000.0,223.49
15619,"Масло подсолнечное СЛОБОДА рафинированное дезодорированное вымороженное высший сорт, 2.7л",361.49,"2,7л",Lenta,sunflower_oil,,,,,2700.0,133.88518518518518
15623,"Масло подсолнечное для жарки и фритюра СЛОБОДА рафинированное дезодорированное высший сорт, 1000мл",163.15,1000мл,Lenta,sunflower_oil,,,,,1000.0,163.15
15624,"Масло подсолнечное БЛАГО рафинированное дезодорированное высший сорт, 5л",821.09,5000мл,Lenta,sunflower_oil,,,,,5000.0,164.218
15625,"Масло подсолнечное БЛАГО рафинированное дезодорированное высший сорт, 1,8л",289.49,1800мл,Lenta,sunflower_oil,,,,,1800.0,160.82777777777778
15626,"Масло подсолнечное БЛАГО нерафинированное высший сорт, 650мл",126.31,650мл,Lenta,sunflower_oil,,,,,650.0,194.32307692307694
15646,"Масло фритюрное подсолнечное БЛАГО Pro рафинированное дезодорированное, 5л",739.49,5л,Lenta,sunflower_oil,,,,,5000.0,147.898
15647,"Масло подсолнечное ДОМАШНЕЕ рафинированное дезодорированное, высший сорт, 500мл",94.79,500мл,Lenta,sunflower_oil,,,,,500.0,189.58
15670,"Масло подсолнечное 365 ДНЕЙ рафинированное дезодорированное, 800мл",97.99,800мл,Lenta,sunflower_oil,,,,,800.0,122.4875
15676,"Масло подсолнечное САРАТОВСКОЕ рафинированное дезодорированное, 800мл",97.99,800мл,Lenta,sunflower_oil,,,,,800.0,122.4875
15692,"Масло подсолнечное ДОМАШНЕЕ нерафинированное, 1л",180.99,1л,Lenta,sunflower_oil,,,,,1000.0,180.99
15693,"Масло подсолнечное ДОМАШНЕЕ рафинированное дезодорированное, 1л",180.99,1л,Lenta,sunflower_oil,,,,,1000.0,180.99
15694,"Масло подсолнечное ДАРЫ ПОВОЛЖЬЯ рафинированное дезодорированное, 4,8л",557.49,"4,8л",Lenta,sunflower_oil,,,,,4800.0,116.14375
15695,"Масло подсолнечное ДОМАШНЕЕ нерафинированное, 500мл",94.73,"0,5л",Lenta,sunflower_oil,,,,,500.0,189.46
15696,"Масло подсолнечное ДОМАШНЕЕ рафинированное дезодорированное, 5л",749.99,5л,Lenta,sunflower_oil,,,,,5000.0,149.998
20005,"Филе куриной грудки НАША ПТИЧКА малое, 450г",233.99,450г,Lenta,chicken_fillet,450.0,519.9777777777778,,,,
22290,"Молоко пастеризованное BONVIDA 2,5%, без змж, 1400мл",163.19,1400мл,Lenta,milk,,,,,1400.0,116.56428571428572
22293,"Молоко ультрапастеризованное BONVIDA Для капучино 3,2%, без змж, 925мл",125.49,925мл,Lenta,milk,,,,,925.0,135.66486486486488
22296,"Молоко пастеризованное BONVIDA 3,2%, без змж, 1400мл",178.99,1400мл,Lenta,milk,,,,,1400.0,127.85000000000002
22307,"Яйцо куриное ЛЕНТА С1, 30шт",356.99,30шт,Lenta,egg,,,30.0,11.899666666666667,,
22308,"Яйцо куриное ЛЕНТА С1, 10шт",115.79,10шт,Lenta,egg,,,10.0,11.579,,
22922,Чай зеленый АЗЕРЧАЙ букет крупнолист к/уп,406.31,200г,Lenta,green_tea,200.0,2031.5500000000002,,,,
25789,"Молоко сгущенное ЛЕНТА цельное с сахаром 8,5% без змж, 380г",150.49,380г,Lenta,condensed_milk,380.0,396.0263157894737,,,,
25841,"Чай зеленый ЛЕНТА Молочный улун китайский байховый, 100пак",263.19,100пак,Lenta,green_tea,,,100.0,2.6319,,
25842,"Чай зеленый ЛЕНТА с мелиссой байховый, 100пак",263.19,100пак,Lenta,green_tea,,,100.0,2.6319,,
25866,"Молоко стерилизованное ЛЕНТА концентрированное 8,5% без змж, 310г",128.99,310г,Lenta,milk,310.0,416.0967741935484,,,,
25868,"Чай черный BONVIDA Английский Завтрак для заваривания в 
чайнике, 20пак",371.49,20пак,Lenta,black_tea,,,20.0,18.5745,,
25884,"Чай зеленый DOLCE ALBERO Young Hyson, листовой, 100г",178.94,100г,Lenta,green_tea,100.0,1789.3999999999999,,,,
25885,"Чай зеленый DOLCE ALBERO Young Hyson листовой, 500г",789.49,500г,Lenta,green_tea,500.0,1578.98,,,,
25887,"Молоко сгущенное ЛЕНТА без змж, 270г",126.31,270г,Lenta,condensed_milk,270.0,467.81481481481484,,,,
25928,"Молоко сгущенное ЛЕНТА цельное с сахаром 8,5% без змж, 400г",182.49,400г,Lenta,condensed_milk,400.0,456.225,,,,
25939,"Молоко сгущенное BONVIDA цельное с сахаром 8,5% без змж, 950г",407.49,950г,Lenta,condensed_milk,950.0,428.93684210526317,,,,
26017,"Чай зеленый ЛЕНТА PREMIUM Сенча, 400г",460.99,400г,Lenta,green_tea,400.0,1152.475,,,,
26055,"Лапша бобовая ЛЕНТА Фунчоза, 200г",147.39,200г,Lenta,rice_noodles,200.0,736.9499999999999,,,,
26152,"Молоко сгущенное ЛЕНТА с сахаром, 100г",73.69,100г,Lenta,condensed_milk,100.0,736.9,,,,
26243,"Молоко сгущенное ЛЕНТА 8,5%, без змж, 650г",289.49,650г,Lenta,condensed_milk,650.0,445.3692307692308,,,,
30482,"Молоко стерилизованное для детского питания КРЕПЫШ 3,2%, без змж, 200мл",73.68,200мл,Lenta,milk,,,,,200.0,368.40000000000003
30487,"Молоко ультрапастеризованное детское АГУША 3,2%, с 3 лет, без змж, 950г",168.42,950г,Lenta,milk,950.0,177.28421052631577,,,,
31266,"Чай зеленый 365 ДНЕЙ листовой, 50г",36.84,50г,Lenta,green_tea,50.0,736.8000000000001,,,,
31267,"Чай зеленый 365 ДНЕЙ листовой, 100г",63.15,100г,Lenta,green_tea,100.0,631.5,,,,
31296,"Чай зеленый ВЫБОР СЕМЬИ крупнолистовой, 100г",89.49,100г,Lenta,green_tea,100.0,894.8999999999999,,,,
36933,"Хлеб ржано-пшеничный подовый РИЖСКИЙ ХЛЕБ Крестьянский, бездрожжевой, 300г",59.99,300г,Lenta,bread,300.0,199.96666666666667,,,,
36952,"Хлеб ржано-пшеничный подовый РИЖСКИЙ ХЛЕБ Ароматный, по старым рецептам, заварной бездрожжевой, 300г",73.49,300г,Lenta,bread,300.0,244.96666666666664,,,,
36963,"Хлеб ржано-пшеничный формовой РИЖСКИЙ ХЛЕБ Бородинский, бездрожжевой, 300г",92.63,300г,Lenta,bread,300.0,308.76666666666665,,,,
37320,"Вермишель SEN SOY Premium Фунчоза, 200г",204.99,200г,Lenta,rice_noodles,200.0,1024.95,,,,
37339,"Рис для суши SEN SOY Premium высший сорт, 1000г",421.09,1000г,Lenta,rice,1000.0,421.09,,,,
37341,"Лапша рисовая SEN SOY Premium Fo-Kho, 200г",168.42,200г,Lenta,rice_noodles,200.0,842.0999999999999,,,,
37342,"Вермишель рисовая SEN SOY Premium Hu-Teu, 200г",157.89,200г,Lenta,rice_noodles,200.0,789.4499999999999,,,,
37348,"Вермишель ЧИМ-ЧИМ Фунчоза бобовая, 100г",131.59,100г,Lenta,rice_noodles,100.0,1315.9,,,,
37358,"Лапша рисовая AROY-D 10мм, 454г",289.49,454г,Lenta,rice_noodles,454.0,637.6431718061675,,,,
37362,"Вермишель SANBONSAI Фунчоза бобовая, короткая, 200г",210.59,200г,Lenta,rice_noodles,200.0,1052.95,,,,
37366,"Лапша рисовая PAN-ASIAN, 250г",168.49,250г,Lenta,rice_noodles,250.0,673.96,,,,
37367,"Лапша PAN-ASIAN Фунчоза стеклянная, 100г",105.26,100г,Lenta,rice_noodles,100.0,1052.6,,,,
37368,"Лапша из зеленых бобов SEN SOY PREMIUM Фунчоза, 180г",263.19,180г,Lenta,rice_noodles,180.0,1462.1666666666665,,,,
37372,"Вермишель из черного риса MIDORI, 250г",199.99,250г,Lenta,rice_noodles,250.0,799.96,,,,
37414,"Вермишель рисовая PAN-ASIAN, 200г",147.39,200г,Lenta,rice_noodles,200.0,736.9499999999999,,,,
39760,"Молоко сгущенное РОГАЧЕВЪ цельное с сахаром 8,5%, без змж, 380г",157.49,380г,Lenta,condensed_milk,380.0,414.44736842105266,,,,
39763,"Молоко сгущенное ГЛАВПРОДУКТ цельное с сахаром без змж ГОСТ, 380г",173.49,380г,Lenta,condensed_milk,380.0,456.5526315789474,,,,
39764,"Молоко сгущенное ГЛАВПРОДУКТ цельное с сахаром Экстра 8,5% без змж ГОСТ, 380г",189.99,380г,Lenta,condensed_milk,380.0,499.97368421052636,,,,
39765,"Молоко сгущенное ЛЮБИМАЯ КЛАССИКА цельное с сахаром 8,5% без змж, 380г",162.49,380г,Lenta,condensed_milk,380.0,427.60526315789474,,,,
39775,"Молоко сгущенное СЕМЕЙНЫЙ БЮДЖЕТ Славянское с сахаром обезжиренное без змж, 360г",108.49,360г,Lenta,condensed_milk,360.0,301.3611111111111,,,,
39776,"Молоко стерилизованное концентрированное РОГАЧЕВЪ цельное 8,6%, без змж, 300г",144.99,300г,Lenta,milk,300.0,483.3,,,,
39780,"Молоко сгущенное МОЛОЧНАЯ СТРАНА цельное без сахара, 8%, ГОСТ, 300г",101.99,300г,Lenta,condensed_milk,300.0,339.96666666666664,,,,
39783,"Молоко сгущенное РОГАЧЕВ цельное с сахаром 8,5%, без змж, 270г",146.49,270г,Lenta,condensed_milk,270.0,542.5555555555555,,,,
39784,"Молоко сгущенное БАТЬКИН РЕЗЕРВ цельное с сахаром 8,5%, без змж, ГОСТ, 270г",171.99,270г,Lenta,condensed_milk,270.0,637.0,,,,
39785,"Молоко сгущенное ГЛАВПРОДУКТ Экстра цельное с сахаром, без змж, ГОСТ, 270г",150.49,270г,Lenta,condensed_milk,270.0,557.3703703703704,,,,
39787,"Молоко сгущенное БЕЛОГОРЬЕ с сахаром 8,5%, без змж, 350г",118.49,350г,Lenta,condensed_milk,350.0,338.54285714285714,,,,
39789,"Молоко сгущенное ГЛАВПРОДУКТ цельное с сахаром 8,5%, без змж, 600г",254.49,600г,Lenta,condensed_milk,600.0,424.15000000000003,,,,
43873,"Молоко ультрапастеризованное PARMALAT Edge 3,5%, без змж, 1000мл",163.15,1000мл,Lenta,milk,,,,,1000.0,163.15
43874,"Молоко ультрапастеризованное PARMALAT Edge 1,8%, без змж, 1000мл",150.49,1000мл,Lenta,milk,,,,,1000.0,150.49
43875,"Молоко ультрапастеризованное PARMALAT 0,5%, без змж, 1000мл",124.99,1000мл,Lenta,milk,,,,,1000.0,124.99
43880,"Молоко ультрапастеризованное ПРОСТОКВАШИНО 2,5%, без змж, 950мл",138.99,950мл,Lenta,milk,,,,,950.0,146.30526315789476
43883,"Молоко ультрапастеризованное БОЛЬШАЯ КРУЖКА 2,5%, без змж, 1980г",294.79,1980г,Lenta,milk,1980.0,148.8838383838384,,,,
43884,"Молоко ультрапастеризованное БОЛЬШАЯ КРУЖКА 3,2%, без змж, 1980г",284.29,1980г,Lenta,milk,1980.0,143.58080808080808,,,,
43885,"Молоко ультрапастеризованное БОЛЬШАЯ КРУЖКА 2,5%, без змж, 980г",124.29,980г,Lenta,milk,980.0,126.82653061224491,,,,
43886,"Молоко ультрапастеризованное БОЛЬШАЯ КРУЖКА 3,2%, без змж, 980г",137.49,980г,Lenta,milk,980.0,140.29591836734696,,,,
43887,"Молоко стерилизованное ДОМИК В ДЕРЕВНЕ 1,5%, без змж, 950г",157.89,950г,Lenta,milk,950.0,166.2,,,,
43888,"Молоко ультрапастеризованное ДОМИК В ДЕРЕВНЕ 3,2%, без змж, 950г",168.42,950г,Lenta,milk,950.0,177.28421052631577,,,,
43890,"Молоко стерилизованное МОЖАЙСКОЕ 3,2%, без змж, 450мл",86.49,450мл,Lenta,milk,,,,,450.0,192.2
43891,"Молоко стерилизованное МОЖАЙСКОЕ 6%, без змж, 450мл",92.49,450мл,Lenta,milk,,,,,450.0,205.53333333333333
43892,"Молоко пастеризованное ДОМИК В ДЕРЕВНЕ Деревенское отборное цельное  3,4–4,5%, без змж, 930мл",147.36,930мл,Lenta,milk,,,,,930.0,158.45161290322582
43897,"Молоко ультрапастеризованное СЕВЕРНАЯ ДОЛИНА 3,2%, без змж, 950г",122.19,950г,Lenta,milk,950.0,128.62105263157895,,,,
43898,"Молоко ультрапастеризованное СЕВЕРНАЯ ДОЛИНА 2,5%, без змж, 950г",115.79,950г,Lenta,milk,950.0,121.88421052631578,,,,
43901,"Молоко пастеризованное РУЗСКИЙ Рузское цельное 3,2–4%, без змж, 1000г",157.49,1000г,Lenta,milk,1000.0,157.49,,,,
43906,"Молоко ультрапастеризованное ДОМИК В ДЕРЕВНЕ 2,5%, без змж, 950г",136.84,950г,Lenta,milk,950.0,144.04210526315788,,,,
43907,"Молоко пастеризованное ПРАВИЛЬНОЕ МОЛОКО 2,5%, без змж, 2000мл",231.59,2000мл,Lenta,milk,,,,,2000.0,115.795
43908,"Молоко ультрапастеризованное 365 ДНЕЙ 2,5%, без змж, 900мл",82.99,900мл,Lenta,milk,,,,,900.0,92.21111111111111
43909,"Молоко пастеризованное ДОМИК В ДЕРЕВНЕ Деревенское отборное 3,4–4,5%,  без змж, 1400мл",231.57,1400мл,Lenta,milk,,,,,1400.0,165.40714285714287
43910,"Молоко пастеризованное ЭГО 3,2%, без змж, 1750г",221.09,1750г,Lenta,milk,1750.0,126.33714285714287,,,,
43914,"Молоко пастеризованное ПРАВИЛЬНОЕ МОЛОКО 3,2–4%, без змж, 926г",126.39,926г,Lenta,milk,926.0,136.4902807775378,,,,
43915,"Молоко пастеризованное ПРАВИЛЬНОЕ МОЛОКО 3,2–4%, без змж, 2000мл",252.69,2000мл,Lenta,milk,,,,,2000.0,126.34499999999998
43922,"Молоко пастеризованное АСЕНЬЕВСКАЯ ФЕРМА 3,4–6%, без змж, 900мл",120.49,900мл,Lenta,milk,,,,,900.0,133.87777777777777
43924,"Молоко ультрапастеризованное СЕЛО ЗЕЛЕНОЕ 2,5%, без змж, 950мл",131.59,950мл,Lenta,milk,,,,,950.0,138.5157894736842
43925,"Молоко ультрапастеризованное СЕЛО ЗЕЛЕНОЕ 3,2%, без змж, 950мл",136.89,950мл,Lenta,milk,,,,,950.0,144.09473684210525
43929,"Молоко ультрапастеризованное БМК 2,5%, без змж, 975мл",97.99,975мл,Lenta,milk,,,,,975.0,100.5025641025641
43931,"Молоко ультрапастеризованное ЭКОНИВА 2,5%, без змж, 1000мл",126.39,1000мл,Lenta,milk,,,,,1000.0,126.39
43932,"Молоко ультрапастеризованное ЭКОНИВА 3,2%, без змж, 1000мл",131.59,1000мл,Lenta,milk,,,,,1000.0,131.59
43933,"Молоко пастеризованное ЭКОНИВА цельное 3,3–6%, без змж, 1000мл",131.59,1000мл,Lenta,milk,,,,,1000.0,131.59
43939,"Молоко ультрапастеризованное МУ-У 1,5%, без змж, 925мл",94.73,925мл,Lenta,milk,,,,,925.0,102.41081081081082
43940,"Молоко ультрапастеризованное МУ-У 3,2%, без змж, 925мл",104.99,925мл,Lenta,milk,,,,,925.0,113.50270270270269
43944,"Молоко ультрапастеризованное МОЛОЧНАЯ РЕЧКА 2,5%, без змж, 1000г",130.49,1000г,Lenta,milk,1000.0,130.49,,,,
43945,"Молоко ультрапастеризованное МОЛОЧНАЯ РЕЧКА 3,2%, без змж, 1000г",140.99,1000г,Lenta,milk,1000.0,140.99,,,,
43949,"Молоко пастеризованное МАРУСЯ отборное 3,5–4,5%, без змж, 930мл",116.89,930мл,Lenta,milk,,,,,930.0,125.68817204301075
43950,"Молоко ультрапастеризованное СЕВЕРНОЕ МОЛОКО Вологодское 3,2%, без змж, 1000г",119.49,1000г,Lenta,milk,1000.0,119.49,,,,
43954,"Молоко ультрапастеризованное ДОМИК В ДЕРЕВНЕ Для капучино 3,2%, без змж, 950г",178.94,950г,Lenta,milk,950.0,188.35789473684213,,,,
43957,"Молоко VIOLA UHT 3,2%, без змж, 1000г",189.47,1000г,Lenta,milk,1000.0,189.47,,,,
