,name,price,pricing_unit,supermarket,product_type,weight,price_kg,number_of_units,price_unit,volume,price_lit
6729,"Хлеб КОЛОМЕНСКОЕ Бородинский, в нарезке, 400г",68.49,400г,Lenta,bread,400.0,171.225,,,,
6730,"Хлеб ржано-пшеничный подовый РИЖСКИЙ ХЛЕБ Деревенский, бездрожжевой, 220г",77.99,220г,Lenta,bread,220.0,354.5,,,,
6731,"Хлеб КОЛОМЕНСКОЕ Ржаной край, 300г",87.49,300г,Lenta,bread,300.0,291.6333333333333,,,,
6734,"Хлеб зерновой КОЛОМЕНСКОЕ Ржаной край, 300г",126.31,300г,Lenta,bread,300.0,421.0333333333333,,,,
6735,"Хлеб ЗАО ЩЕЛКОВОХЛЕБ Ржевский, в нарезке, 340г",53.49,340г,Lenta,bread,340.0,157.32352941176472,,,,
6736,"Хлеб ЗАО ЩЕЛКОВОХЛЕБ Тостовый молочный, в нарезке, 500г",99.99,500г,Lenta,bread,500.0,199.98,,,,
6737,"Хлеб ЗАО ЩЕЛКОВОХЛЕБ Бородинский новый, в нарезке, 500г",56.99,500г,Lenta,bread,500.0,113.98,,,,
6738,"Батон ЗАО ЩЕЛКОВОХЛЕБ Щелковский, в нарезке, 330г",56.89,330г,Lenta,bread,330.0,172.3939393939394,,,,
6739,"Хлеб зерновой ХЛЕБНЫЙ ДОМ Геркулес, в нарезке, половинка, 250г",62.99,250г,Lenta,bread,250.0,251.96,,,,
6740,"Батон ХЛЕБНЫЙ ДОМ Утренний, в нарезке, 400г",82.1,400г,Lenta,bread,400.0,205.25,,,,
6741,"Хлеб ДЕДОВСКИЙ ХЛЕБ Дарницкий, в нарезке, 350г",36.99,350г,Lenta,bread,350.0,105.68571428571428,,,,
6742,"Хлеб КОЛОМЕНСКОЕ Ароматный, в нарезке, 400г",70.49,400г,Lenta,bread,400.0,176.225,,,,
6743,"Хлеб ХЛЕБОЗАВОД №22 Столичный, в нарезке, 700г",76.99,700г,Lenta,bread,700.0,109.98571428571428,,,,
6744,"Хлеб ЧЕРЕМУШКИ Бородинский, в нарезке, половинка, 390г",59.99,390г,Lenta,bread,390.0,153.82051282051282,,,,
6745,"Хлеб ЧЕРЕМУШКИ Дарницкий, в нарезке, половинка, 340г",57.99,340г,Lenta,bread,340.0,170.55882352941177,,,,
6746,"Батон ЧЕРЕМУШКИ Нарезной, 400г",67.49,400г,Lenta,bread,400.0,168.725,,,,
6748,"Батон пшеничный КОЛОМЕНСКОЕ с отрубями, 300г",70.49,300г,Lenta,bread,300.0,234.96666666666667,,,,
6749,"Батон ЧЕРЕМУШКИ Полюшко, в нарезке, 300г",74.99,300г,Lenta,bread,300.0,249.96666666666664,,,,
6750,"Хлеб ЧЕРЕМУШКИ Столичный, в нарезке, половинка, 330г",54.99,330г,Lenta,bread,330.0,166.63636363636363,,,,
6751,"Хлеб ЧЕРЕМУШКИ Зерновик, в нарезке , 460г",106.99,460г,Lenta,bread,460.0,232.5869565217391,,,,
6752,"Хлеб 365 ДНЕЙ Украинский новый, 650г",27.99,650г,Lenta,bread,650.0,43.061538461538454,,,,
6753,"Хлеб белый 365 ДНЕЙ высший сорт, 380г",22.1,380г,Lenta,bread,380.0,58.15789473684211,,,,
6754,"Хлеб цельнозерновой РИЖСКИЙ ХЛЕБ заварной бездрожжевой, 300г",86.49,300г,Lenta,bread,300.0,288.3,,,,
6755,"Батон ЛЕНТА нарезной, в нарезке, 400г",46.99,400г,Lenta,bread,400.0,117.47500000000001,,,,
6756,"Хлеб ХЗ №28 Для фитнеса, в нарезке, 300г",89.47,300г,Lenta,bread,300.0,298.23333333333335,,,,
6757,"Хлеб ХЛЕБОЗАВОД №22 Дарницкий, в нарезке, половинка, 350г",42.99,350г,Lenta,bread,350.0,122.82857142857144,,,,
6758,"Хлеб КОЛОМЕНСКОЕ Дарницкий, в нарезке, половинка, 350г",61.99,350г,Lenta,bread,350.0,177.11428571428573,,,,
6759,"Батон ЧЕРЕМУШКИ с пшеничными отрубями, высший сорт, в нарезке, 350г",58.99,350г,Lenta,bread,350.0,168.54285714285717,,,,
6761,"Хлеб ХЛЕБНЫЙ ДОМ Геркулес с кукурузой, 255г",82.19,255г,Lenta,bread,255.0,322.313725490196,,,,
6762,"Батон ХЛЕБНЫЙ ДОМ Звездный, в нарезке, 350г",54.49,350г,Lenta,bread,350.0,155.68571428571428,,,,
6763,"Хлеб КОЛОМЕНСКОЕ ДАНИЛОВСКИЙ Зерновой, в нарезке, 300г",89.49,300г,Lenta,bread,300.0,298.3,,,,
6764,"Хлеб злаковый КОЛОМЕНСКОЕ Тостовый, в нарезке, 250г",82.19,250г,Lenta,bread,250.0,328.76,,,,
6768,"Хлеб пшеничный КОЛОМЕНСКОЕ Тостовый, 320г",65.49,320г,Lenta,bread,320.0,204.65624999999997,,,,
6770,"Батон ЧЕРЕМУШКИ Нарезной, высший сорт, в нарезке, 200г",47.39,200г,Lenta,bread,200.0,236.95,,,,
6771,"Хлеб ЧЕРЕМУШКИ Дар зерна, традиционный, в нарезке, 350г",91.49,350г,Lenta,bread,350.0,261.4,,,,
6773,"Хлеб ржано-пшеничный КОЛОМЕНСКОЕ ДАНИЛОВСКИЙ бездрожжевой, в нарезке, 
350г",77.99,350г,Lenta,bread,350.0,222.8285714285714,,,,
6774,"Хлеб ТЕПЛЫЙ ДАР Бородинский, в нарезке, 350г",42.19,350г,Lenta,bread,350.0,120.54285714285713,,,,
6778,"Батон ЛЕНТА половинка, в нарезке, 200г",26.99,200г,Lenta,bread,200.0,134.95,,,,
6779,"Батон НИЖЕГОРОДСКИЙ ХЛЕБ Подмосковный, высший сорт, в нарезке, 400г",35.49,400г,Lenta,bread,400.0,88.725,,,,
6780,"Батон ВЫБОР СЕМЬИ Нарезной, высший сорт, 400г",32.49,400г,Lenta,bread,400.0,81.22500000000001,,,,
6781,"Хлеб ЧЕРЕМУШКИ Гречневый, в нарезке, 300г",78.99,300г,Lenta,bread,300.0,263.29999999999995,,,,
6782,"Хлеб ЧЕРЕМУШКИ Овсяный ароматный, в нарезке, 300г",84.29,300г,Lenta,bread,300.0,280.9666666666667,,,,
9329,"Йогурт ДАНИССИМО Фантазия Хрустящие шарики в шоколаде 6,9%, без змж, 105г",75.79,105г,Lenta,yogurt,105.0,721.8095238095239,,,,
9333,"Молоко пастеризованное СЕЛО ЗЕЛЕНОЕ 3,2%, без змж, 2000г",231.59,2000г,Lenta,milk,2000.0,115.795,,,,
9334,"Йогурт ДАНИССИМО Фантазия Хрустящие шарики с ягодным вкусом 6,9%, без змж, 105г",75.79,105г,Lenta,yogurt,105.0,721.8095238095239,,,,
9340,"Молоко сгущенное ГЛАВПРОДУКТ цельное с сахаром без змж, 270г",112.99,270г,Lenta,condensed_milk,270.0,418.48148148148147,,,,
9343,"Йогурт ДАНИССИМО Фантазия Хрустящие шарики со вкусом соленой карамели 6,9%, без змж, 105г",75.79,105г,Lenta,yogurt,105.0,721.8095238095239,,,,
9348,"Йогурт ДАНИССИМО Фантазия Хрустящие шарики со вкусом манго, маракуйи 6,9%, без змж, 105г",75.79,105г,Lenta,yogurt,105.0,721.8095238095239,,,,
9349,"Молоко пастеризованное ЭКОНИВА 2,5%, без змж, 1000мл",126.39,1000мл,Lenta,milk,,,,,1000.0,126.39
9352,"Молоко пастеризованное АВИДА 3,2%, без змж, 900мл",123.99,900мл,Lenta,milk,,,,,900.0,137.76666666666665
9357,"Йогурт ДАНИССИМО Фантазия Хрустящие шарики со вкусом шоколада и клубники 6,9%, без змж, 105г",75.79,105г,Lenta,yogurt,105.0,721.8095238095239,,,,
9724,"Вода питьевая AQUA MINERALE негазированная, 2л",115.79,2L,Lenta,water,,,,,2000.0,57.895
9729,"Вода питьевая СВЯТОЙ ИСТОЧНИК негазированная, 1.5л",65.29,1.5L,Lenta,water,,,,,1500.0,43.52666666666667
9730,"Вода питьевая СВЯТОЙ ИСТОЧНИК негазированная, 0.5л",44.19,0.5L,Lenta,water,,,,,500.0,88.38
9731,"Вода минеральная EVIAN природная столовая негазированная, 1.5л",299.99,1.5L,Lenta,water,,,,,1500.0,199.99333333333334
9732,"Вода минеральная EVIAN природная столовая негазированная, 0.5л",163.19,0.5L,Lenta,water,,,,,500.0,326.38
9734,"Вода питьевая АРХЫЗ Vita природная горная негазированная, 1.5л",47.79,1.5L,Lenta,water,,,,,1500.0,31.86
9740,"Вода питьевая СЕНЕЖСКАЯ негазированная, 1.5л",44.29,1.5L,Lenta,water,,,,,1500.0,29.526666666666667
9744,"Вода питьевая 365 ДНЕЙ артезианская негазированная, 0.5л",21.05,0.5L,Lenta,water,,,,,500.0,42.1
9746,"Вода питьевая 365 ДНЕЙ артезианская негазированная, 1.5л",31.57,1.5L,Lenta,water,,,,,1500.0,21.046666666666667
9748,"Вода питьевая 365 ДНЕЙ очищенная негазированная, 5л",57.89,5L,Lenta,water,,,,,5000.0,11.578
9757,"Вода питьевая СВЯТОЙ ИСТОЧНИК негазированная, 5л",147.39,5L,Lenta,water,,,,,5000.0,29.477999999999998
9758,"Вода питьевая СВЯТОЙ ИСТОЧНИК Sport негазированная, 0.75л",59.99,0.75L,Lenta,water,,,,,750.0,79.98666666666666
9760,"Вода питьевая СЕНЕЖСКАЯ негазированная, 0.5л",26.49,0.5L,Lenta,water,,,,,500.0,52.98
9763,"Вода минеральная JEVEA Crystalnaya природная столовая негазированная, 1л",110.52,1L,Lenta,water,,,,,1000.0,110.52
9764,"Вода минеральная JEVEA Crystalnaya природная столовая негазированная, 0.5л",97.49,0.5L,Lenta,water,,,,,500.0,194.98
9766,"Вода питьевая BAIKAL430 глубинная байкальская негазированная, 0.45л",75.49,0.45L,Lenta,water,,,,,450.0,167.75555555555556
9767,"Вода питьевая СВЯТОЙ ИСТОЧНИК негазированная, 1л",57.89,1L,Lenta,water,,,,,1000.0,57.89
9769,"Вода питьевая КАЛИНОВ РОДНИК негазированная, 9л",176.49,9L,Lenta,water,,,,,9000.0,19.610000000000003
9772,"Вода питьевая детская СВЯТОЙ ИСТОЧНИК Светлячок негазированная, с 0 месяцев, 1.5л",68.49,"1,5L",Lenta,water,,,,,1500.0,45.66
9775,"Вода питьевая КАЛИНОВ РОДНИК негазированная, 6л",109.49,6L,Lenta,water,,,,,6000.0,18.24833333333333
9779,"Вода минеральная ЛЕГЕНДА ГОР АРХЫЗ природная столовая негазированная, 1.5л",62.99,1.5L,Lenta,water,,,,,1500.0,41.99333333333333
9780,"Вода питьевая СВЯТОЙ ИСТОЧНИК негазированная, 0.33л",33.69,0.33L,Lenta,water,,,,,330.0,102.09090909090908
9782,"Вода минеральная КАЛИНОВ РОДНИК негазированная, 1.5л",50.49,1.5L,Lenta,water,,,,,1500.0,33.660000000000004
9783,"Вода питьевая BONVIDA артезианская 1-й категории негазированная, 0.75л",84.29,0.75L,Lenta,water,,,,,750.0,112.38666666666667
9786,"Вода питьевая BONVIDA артезианская 1-й категории негазированная, 0.5л",36.84,0.5L,Lenta,water,,,,,500.0,73.68
9787,"Вода питьевая BONVIDA артезианская 1-й категории негазированная, 0.33л",56.89,0.33L,Lenta,water,,,,,330.0,172.3939393939394
9788,"Вода питьевая КАЛИНОВ РОДНИК для кулера негазированная, 18.9л",493.49,18.9L,Lenta,water,,,,,18900.0,26.11058201058201
9790,"Вода питьевая детская СВЯТОЙ ИСТОЧНИК Светлячок негазированная, с 0 месяцев, 330мл",44.49,330мл,Lenta,water,,,,,330.0,134.81818181818184
9791,"Вода питьевая ЛЕНТА Спорт 1-й категории негазированная, 0.5л",37.89,0.5L,Lenta,water,,,,,500.0,75.78
9794,"Вода питьевая AQUA MINERALE негазированная вода, 0.5л",72.69,0.5L,Lenta,water,,,,,500.0,145.38
9797,"Вода питьевая СЕНЕЖСКАЯ негазированная, 1л",42.99,1L,Lenta,water,,,,,1000.0,42.99
9798,"Вода питьевая детская СВЯТОЙ ИСТОЧНИК Светлячок негазированная, с 0 месяцев, 5л",152.99,5L,Lenta,water,,,,,5000.0,30.598
9802,"Вода питьевая АБРАУ-ДЮРСО 4 воды Дюр-Со артезианская негазированная, 0.75л",147.39,0.75L,Lenta,water,,,,,750.0,196.51999999999998
9803,"Вода питьевая BAIKAL430 глубинная байкальская негазированная, 0.85л",103.99,0.85L,Lenta,water,,,,,850.0,122.34117647058824
9805,"Вода минеральная КАЛИНОВ РОДНИК негазированная, 0.5л",34.73,0.5L,Lenta,water,,,,,500.0,69.46
9810,"Вода минеральная КАЛИНОВ РОДНИК Спорт негазированная, 1л",52.69,1L,Lenta,water,,,,,1000.0,52.69
9814,"Вода питьевая ЧЕРНОГОЛОВКА артезианская негазированная, 1.5л",52.69,1.5L,Lenta,water,,,,,1500.0,35.126666666666665
9815,"Вода питьевая ЧЕРНОГОЛОВКА артезианская негазированная, 0.5л",38.99,0.5L,Lenta,water,,,,,500.0,77.98
9822,"Вода питьевая BONVIDA негазированная, 1.5л",52.69,1.5L,Lenta,water,,,,,1500.0,35.126666666666665
9824,"Вода питьевая РОСИНКА Липецкая-Лайт негазированная, 1.5л",53.99,1.5L,Lenta,water,,,,,1500.0,35.99333333333333
9825,"Вода питьевая ЧЕРНОГОЛОВКА артезианская негазированная, 2.5л",97.89,2.5L,Lenta,water,,,,,2500.0,39.156000000000006
9827,"Вода питьевая BONVIDA негазированная, 10л",347.36,10L,Lenta,water,,,,,10000.0,34.736000000000004
9830,"Вода питьевая детская СВЯТОЙ ИСТОЧНИК Спортик негазированная, 0.33л",44.19,0.33L,Lenta,water,,,,,330.0,133.9090909090909
9834,"Вода питьевая детская ЧЕРНОГОЛОВКА Бэйби артезианская негазированная, с 0 месяцев, 2.5л",73.68,"2,5л",Lenta,water,,,,,2500.0,29.472
9838,"Вода питьевая LEGEND OF BAIKAL природная глубинная, негазированная, 0.5л",136.84,0.5L,Lenta,water,,,,,500.0,273.68
9851,"Вода минеральная ЛЕГЕНДА ГОР АРХЫЗ природная столовая негазированная, 0.5л",35.99,0.5L,Lenta,water,,,,,500.0,71.98
9856,"Вода питьевая BONVIDA негазированная, 19л",526.31,19L,Lenta,water,,,,,19000.0,27.70052631578947
9860,"Вода питьевая BONA AQUA негазированная, 1л",73.69,1L,Lenta,water,,,,,1000.0,73.69
9861,"Вода питьевая BONA AQUA негазированная, 0.5л",58.99,0.5L,Lenta,water,,,,,500.0,117.98
9863,"Вода питьевая BONA AQUA негазированная, 5л",139.99,5L,Lenta,water,,,,,5000.0,27.998
9869,"Вода питьевая ЧЕРНОГОЛОВКА негазированный, 0.25л",42.19,0.25L,Lenta,water,,,,,250.0,168.76
9872,"Вода минеральная ЧЕРНОГОЛОВКА негазированный, 0.33л",57.89,0.33L,Lenta,water,,,,,330.0,175.42424242424244
9879,"Вода минеральная БОРОВАЯ лечебно-столовая негазированная, 1.5л",110.59,1.5L,Lenta,water,,,,,1500.0,73.72666666666666
9881,"Вода минеральная БОРОВАЯ лечебно-столовая негазированная, 0.5л",57.89,0.5L,Lenta,water,,,,,500.0,115.78
9883,"Вода питьевая ИСТОЧНИК СТАРО-МЫТИЩИНСКИЙ негазированная, 5л",105.29,5L,Lenta,water,,,,,5000.0,21.058
9884,"Вода питьевая АДЫЛ ТАУ горная негазированная, 1.45л",68.49,1.45L,Lenta,water,,,,,1450.0,47.234482758620686
9885,"Вода питьевая АДЫЛ ТАУ горная негазированная, 0.5л",42.19,0.5L,Lenta,water,,,,,500.0,84.38
9888,"Вода питьевая ЗДОРОВАЯ ВОДА Аквароял негазированная, 1.5л",47.39,1.5L,Lenta,water,,,,,1500.0,31.593333333333334
9889,"Вода питьевая ЗДОРОВАЯ ВОДА Аквароял негазированная, 0.5л",34.79,0.5L,Lenta,water,,,,,500.0,69.58
9891,"Вода минеральная MIVELA MG++ лечебно-столовая негазированная, 1л",199.99,1L,Lenta,water,,,,,1000.0,199.99
9897,"Вода ИСТОЧНИК СТАРО-МЫТИЩ негазированная, 0.5л",32.49,0.5L,Lenta,water,,,,,500.0,64.98
9899,"Вода ИСТОЧНИК СТАРО-МЫТИЩ негазированная, 1.5л",47.99,1.5L,Lenta,water,,,,,1500.0,31.993333333333332
10231,"Сахар, 1кг",84.2,1кг,Lenta,sugar,1000.0,84.2,,,,
10232,"Сахар, 5кг",432.99,5кг,Lenta,sugar,5000.0,86.59800000000001,,,,
10233,"Сахар-песок прессованный СВ ТС 1, 1кг",89.47,1000г,Lenta,sugar,1000.0,89.47,,,,
10234,"Сахар-рафинад ЧАЙКОФСКИЙ, 500г",81.99,"0,5кг",Lenta,sugar,500.0,163.98,,,,
10235,"Соль ИЛЕЦКАЯ помол №1 высший сорт, 1кг",13.99,1кг,Lenta,salt,1000.0,13.99,,,,
10236,"Сахар-рафинад ЧАЙКОФСКИЙ, 1кг",163.15,1кг,Lenta,sugar,1000.0,163.15,,,,
10238,"Соль УСОЛЬСКАЯ Экстра, 1кг",40.49,1000г,Lenta,salt,1000.0,40.49,,,,
10240,"Соль морская ЛЕНТА поваренная пищевая садочная, экстра помол №0, высший сорт, 500г",95.99,500г,Lenta,salt,500.0,191.98,,,,
10241,"Сахар ЧАЙКОФСКИЙ, 900г",136.89,900г,Lenta,sugar,900.0,152.1,,,,
10243,"Соль морская ЛЕНТА поваренная пищевая садочная, помол №1, высший сорт, 1кг",105.26,1000г,Lenta,salt,1000.0,105.26,,,,
10246,"Сахар РУССКИЙ кусковой, 500г",105.26,500г,Lenta,sugar,500.0,210.52,,,,
10248,"Соль АДЫГЕЙСКАЯ Абадзехская, 450г",57.89,450г,Lenta,salt,450.0,128.64444444444445,,,,
10249,"Сахар тростниковый ЛЕНТА, 900г",223.49,900г,Lenta,sugar,900.0,248.32222222222222,,,,
10250,"Соль ИЛЕЦКАЯ помол №1, 1кг",29.49,1кг,Lenta,salt,1000.0,29.49,,,,
10251,"Соль АДЫГЕЙСКАЯ Бжедугская, 450г",57.89,450г,Lenta,salt,450.0,128.64444444444445,,,,
10252,"Сахар тростниковый ЦУКЕРМАН Голд кусковой, 500г",157.49,500г,Lenta,sugar,500.0,314.98,,,,
10254,"Сахар BONVIDA белый кристаллический категория ТС2, 100х5г",157.89,500г,Lenta,sugar,500.0,315.78,,,,
10255,"Сахар тростниковый BONVIDA кристаллический, 100х5г",315.79,500г,Lenta,sugar,500.0,631.58,,,,
10257,"Соль SALINA каменная помол №1, 1кг",36.99,1000г,Lenta,salt,1000.0,36.99,,,,
10258,"Сахар белый РУССКИЙ САХАР кусковой, 1кг",136.84,1кг,Lenta,sugar,1000.0,136.84,,,,
10260,"Соль пищевая Экстра, 500г",73.68,500г,Lenta,salt,500.0,147.36,,,,
10261,"Соль морская PREMIUM CLUB помол №0 высший сорт, 150г",57.89,150г,Lenta,salt,150.0,385.93333333333334,,,,
10262,"Сахар тростниковый PREMIUM CLUB кусковой, 500г",178.99,500г,Lenta,sugar,500.0,357.98,,,,
10265,"Соль ВЫБОР СЕМЬИ Экстра, 250г",52.69,250г,Lenta,salt,250.0,210.76,,,,
10269,"Сахар прессованный SUPER кусковой, колотый, 380г",157.89,380г,Lenta,sugar,380.0,415.5,,,,
10270,"Сахар ЛЕНТА белый, ГОСТ, 1кг",131.59,1000г,Lenta,sugar,1000.0,131.59,,,,
10271,"Сахар белый, кусковой, 500г",63.15,500г,Lenta,sugar,500.0,126.3,,,,
10272,"Сахар порционный ЛЕНТА Русские узоры Гжель, в конвертах, 75х5,6г",270.49,420г,Lenta,sugar,420.0,644.0238095238095,,,,
13800,"Масло подсолнечное БЛАГО рафинированное дезодорированное высший сорт, 1л",170.49,1000мл,Lenta,sunflower_oil,,,,,1000.0,170.49
13881,"Молоко пастеризованное ПРОСТОКВАШИНО 2,5%, без змж, 930мл",121.09,930мл,Lenta,milk,,,,,930.0,130.2043010752688
13886,"Молоко ультрапастеризованное для детей ТЕМА 3,2%, без змж, 200мл",47.39,200мл,Lenta,milk,,,,,200.0,236.95
13909,"Йогурт для детей РАСТИШКА Яблоко, груша 3%, без змж, 110г",42.19,110г,Lenta,yogurt,110.0,383.5454545454545,,,,
13911,"Молоко ультрапастеризованное для питания детей БОЛЬШАЯ КРУЖКА 3,2%, без змж, 200мл",42.1,200мл,Lenta,milk,,,,,200.0,210.50000000000003
13922,"Молоко пастеризованное ВМК Вологжанка 2,5%, без змж, 1000г",122.19,1000г,Lenta,milk,1000.0,122.19,,,,
13929,"Йогурт САВУШКИН Киви, крыжовник двухслойный 2%, без змж, 120г",41.09,120г,Lenta,yogurt,120.0,342.4166666666667,,,,
13931,"Молоко пастеризованное ПРОСТОКВАШИНО 1,5%, без змж, 930мл",115.79,930мл,Lenta,milk,,,,,930.0,124.50537634408603
13944,"Молоко ультрапастеризованное для питания детей PARMALAT 3,5%, без змж, 200мл",47.49,200мл,Lenta,milk,,,,,200.0,237.45000000000002
13962,"Молоко ультрапастеризованное детское ФРУТОНЯНЯ 2,5%, с 8 месяцев, без змж, 200мл",47.39,200мл,Lenta,milk,,,,,200.0,236.95
13980,"Молоко ультрапастеризованное ЛЕНТА 2,5%, без змж, 950мл",113.99,950мл,Lenta,milk,,,,,950.0,119.98947368421052
13987,"Йогурт LACTICA Греческий Натуральный 4%, без змж, 120г",65.29,120г,Lenta,yogurt,120.0,544.0833333333334,,,,
13990,"Йогурт EPICA Натуральный 6%, без змж, 130г",73.69,130г,Lenta,yogurt,130.0,566.8461538461538,,,,
13991,"Йогурт EPICA с вишней и черешней 4,8%, без змж, 130г",73.69,130г,Lenta,yogurt,130.0,566.8461538461538,,,,
13992,"Йогурт EPICA с клубникой 4,8%, без змж, 130г",73.69,130г,Lenta,yogurt,130.0,566.8461538461538,,,,
13993,"Йогурт EPICA с ананасом 4,8%, без змж, 130г",73.69,130г,Lenta,yogurt,130.0,566.8461538461538,,,,
13997,"Йогурт TEOS Греческий 2%, без змж, 140г",52.69,140г,Lenta,yogurt,140.0,376.35714285714283,,,,
13999,"Йогурт EPICA с манго и семенами чиа 5%, без змж, 130г",73.69,130г,Lenta,yogurt,130.0,566.8461538461538,,,,
14000,"Йогурт для детей РАСТИШКА Яблоко, груша с печеньем 3%, без змж, 118г",66.39,118г,Lenta,yogurt,118.0,562.6271186440678,,,,
14006,"Йогурт EPICA с персиком и маракуйей 4,8%, без змж, 130г",73.69,130г,Lenta,yogurt,130.0,566.8461538461538,,,,
14012,"Йогурт САВУШКИН Клубника 2%, без змж, 120г",38.99,120г,Lenta,yogurt,120.0,324.9166666666667,,,,
14013,"Йогурт САВУШКИН Манго 2% двухслойный, без змж, 120г",41.09,120г,Lenta,yogurt,120.0,342.4166666666667,,,,
14014,"Йогурт ЭГО Греческий 8%, без змж, 180г",50.99,180г,Lenta,yogurt,180.0,283.27777777777777,,,,
14019,"Молоко пастеризованное ИСКРЕННЕ ВАШ отборное 3,4–6%, без змж, 930г",115.78,930г,Lenta,milk,930.0,124.49462365591397,,,,
14031,"Йогурт EPICA Crispy Мюсли и сушеные ягоды 6,5%, без змж, 138г",79.99,138г,Lenta,yogurt,138.0,579.6376811594203,,,,
14035,"Йогурт ЦАРКА Манго 3,5%, без змж, 400г",86.49,400г,Lenta,yogurt,400.0,216.225,,,,
14039,"Йогурт СЕЛО ЗЕЛЕНОЕ Черешня 3,5%, без змж, 120г",45.49,120г,Lenta,yogurt,120.0,379.0833333333333,,,,
14040,"Йогурт СЕЛО ЗЕЛЕНОЕ Брусника, малина 3,5%, без змж, 120г",45.49,120г,Lenta,yogurt,120.0,379.0833333333333,,,,
14041,"Йогурт СЕЛО ЗЕЛЕНОЕ Отруби, злаки, орехи 3,5%, без змж, 120г",51.59,120г,Lenta,yogurt,120.0,429.9166666666667,,,,
14046,"Йогурт НЕЖНЫЙ Легкий с соком клубники 0,1%, без змж, 95г",19.99,95г,Lenta,yogurt,95.0,210.42105263157893,,,,
14047,"Йогурт НЕЖНЫЙ Легкий с соком персика 0,1%, без змж, 95г",20.99,95г,Lenta,yogurt,95.0,220.9473684210526,,,,
14056,"Йогурт для детей РАСТИШКА Клубника со злаковым драже в белом и молочном шоколаде 3%, без змж, 115г",66.39,115г,Lenta,yogurt,115.0,577.304347826087,,,,
14080,"Молоко пастеризованное ЭКОМИЛК отборное 3,4–4,5%, без змж, 900мл",110.52,900мл,Lenta,milk,,,,,900.0,122.8
14092,"Молоко пастеризованное МУ-У отборное 3,4–6%, без змж, 873мл",97.99,873мл,Lenta,milk,,,,,873.0,112.2451317296678
14108,"Йогурт TEOS Греческий 2%, без змж, 250г",84.29,250г,Lenta,yogurt,250.0,337.16,,,,
14115,"Йогурт КОЛОМЕНСКИЙ Черника, малина и манго 5%, без змж, 170г",92.69,170г,Lenta,yogurt,170.0,545.2352941176471,,,,
14116,"Йогурт КОЛОМЕНСКИЙ Клубника и банан 5%, без змж, 170г",92.69,170г,Lenta,yogurt,170.0,545.2352941176471,,,,
14117,"Йогурт КОЛОМЕНСКИЙ Малина и груша 5%, без змж, 170г",92.69,170г,Lenta,yogurt,170.0,545.2352941176471,,,,
14123,"Йогурт ЧУДО Десерт с печеньем черное какао и драже с молочным шоколадом в сахарной глазури 3%, без змж, 105г",90.52,105г,Lenta,yogurt,105.0,862.0952380952381,,,,
14124,"Йогурт ЧУДО Десерт с печеньем какао и драже рисовые шарики в белой шоколадной глазури и кокосовой стружке 3%, без змж, 105г",90.52,105г,Lenta,yogurt,105.0,862.0952380952381,,,,
14125,"Йогурт ДАНИССИМО Фантазия Хрустящие шарики со вкусом вишни и финика 6,9%, без змж, 105г",75.79,105г,Lenta,yogurt,105.0,721.8095238095239,,,,
14139,"Йогурт VENN'S Греческий 0,1%, без змж, 130г",73.68,130г,Lenta,yogurt,130.0,566.7692307692308,,,,
14167,"Йогурт САВУШКИН с фруктовым наполнителем персик, манго 2%, без змж, 120г",38.99,120г,Lenta,yogurt,120.0,324.9166666666667,,,,
14170,"Йогурт САВУШКИН Лесные ягоды 2%, без змж, 120г",38.99,120г,Lenta,yogurt,120.0,324.9166666666667,,,,
14182,"Молоко пастеризованное ЛЕБЕДЯНЬМОЛОКО 3,2%, без змж, 900г",99.99,900г,Lenta,milk,900.0,111.1,,,,
14184,"Йогурт КОЛОМЕНСКИЙ Питайя, манго, чиа 5%, без змж, 170г",92.69,170г,Lenta,yogurt,170.0,545.2352941176471,,,,
14185,"Йогурт КОЛОМЕНСКИЙ Манго 5%, без змж, 170г",92.69,170г,Lenta,yogurt,170.0,545.2352941176471,,,,
14186,"Йогурт КОЛОМЕНСКИЙ Земляника 5%, без змж, 170г",92.69,170г,Lenta,yogurt,170.0,545.2352941176471,,,,
14194,"Йогурт PARMALAT Comfort Персик, куркума безлактозный 3%, без змж, 130г",68.49,130г,Lenta,yogurt,130.0,526.8461538461538,,,,
14195,"Йогурт PARMALAT Comfort Натуральный безлактозный, 3,5% без змж, 130г",89.49,130г,Lenta,yogurt,130.0,688.3846153846154,,,,
14201,"Йогурт для питания детей ЭГОША с клубникой обогащенный витаминами А,D3 2,8%, 100г",28.49,100г,Lenta,yogurt,100.0,284.9,,,,
14212,"Молоко пастеризованное ЭКОМИЛК 3,2%, без змж, 955г",110.59,955г,Lenta,milk,955.0,115.80104712041884,,,,
14222,"Йогурт МОЛОЧНАЯ КУЛЬТУРА Greek Yogurt со сливой 1,6%, без змж, 130г",77.89,130г,Lenta,yogurt,130.0,599.1538461538462,,,,
14225,"Йогурт VIOLA Very Berry с вишней 2,6%, без змж, 180г",94.79,180г,Lenta,yogurt,180.0,526.6111111111111,,,,
14226,"Йогурт LAPLANDIA Сливочный с наполнителем Клубника, бисквит 7,1%, без змж, 180г",94.79,180г,Lenta,yogurt,180.0,526.6111111111111,,,,
14227,"Йогурт VIOLA Very Berry с клубникой 2,6%, без змж, 180г",94.79,180г,Lenta,yogurt,180.0,526.6111111111111,,,,
